,cfga,cfgm,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd
AlFarouq Aminu,3.1911764705882355,1.3823529411764706,1.8394117647058827,3.87220588235294,38.779411764705884,28.147058823529413,0.4411764705882353,0.19117647058823528,2.1029411764705883,4.323529411764706,2.4655172413793105
Al Horford,4.91764705882353,2.764705882352941,2.094823529411764,3.878117647058822,66.54117647058824,50.67058823529412,0.9529411764705882,0.47058823529411764,3.1058823529411765,6.223529411764706,3.2195121951219514
Kyle O'Quinn,2.8125,1.5875,1.0357500000000002,4.008000000000001,29.7,22.625,0.3125,0.075,2.4,5.1375,2.6666666666666665
James Johnson,5.158536585365853,2.6463414634146343,1.7314634146341465,3.801707317073173,51.926829268292686,38.09756097560975,0.45121951219512196,0.32926829268292684,1.7804878048780488,3.4634146341463414,2.0
Amir Johnson,2.5816326530612246,1.530612244897959,1.1688775510204084,3.7761224489795926,26.520408163265305,20.693877551020407,0.42857142857142855,0.16326530612244897,2.1122448979591835,4.377551020408164,2.352272727272727
Jonathon Simmons,3.1702127659574466,1.351063829787234,1.241808510638298,4.07840425531915,26.98936170212766,18.606382978723403,0.4787234042553192,0.10638297872340426,0.6914893617021277,1.1170212765957446,1.1016949152542372
Ersan Ilyasova,5.215909090909091,2.272727272727273,1.7538636363636362,4.147500000000001,48.69318181818182,34.73863636363637,0.2840909090909091,0.17045454545454544,1.8409090909090908,3.5681818181818183,1.9518072289156627
Noah Vonleh,2.2470588235294118,1.0588235294117647,1.1484705882352941,3.962235294117646,21.96470588235294,16.705882352941178,0.16470588235294117,0.058823529411764705,1.3294117647058823,2.6588235294117646,1.8225806451612903
Jason Smith,1.1368421052631579,0.5789473684210527,0.922526315789474,3.988421052631579,22.53684210526316,17.45263157894737,0.17894736842105263,0.042105263157894736,1.3789473684210527,2.694736842105263,1.7945205479452055
Manu Ginobili,2.5168539325842696,1.0674157303370786,1.1603370786516851,3.80561797752809,28.730337078651687,20.0561797752809,0.6404494382022472,0.24719101123595505,0.4157303370786517,0.8651685393258427,0.6851851851851852
Reggie Jackson,7.294117647058823,3.0980392156862746,1.8949019607843138,4.173529411764706,67.70588235294117,47.78431372549019,1.196078431372549,0.4117647058823529,0.9607843137254902,1.6274509803921569,1.1951219512195121
Leandro Barbosa,2.7162162162162162,1.2432432432432432,0.8851351351351351,3.760135135135134,18.094594594594593,11.608108108108109,0.1891891891891892,0.14864864864864866,0.13513513513513514,0.32432432432432434,0.5555555555555556
Courtney Lee,4.139240506329114,1.9240506329113924,2.1860759493670887,4.0943037974683545,41.59493670886076,30.088607594936708,0.6455696202531646,0.20253164556962025,1.1772151898734178,1.6835443037974684,1.5
Luol Deng,3.403225806451613,1.532258064516129,1.6716129032258065,3.815161290322581,33.5,24.693548387096776,0.3064516129032258,0.06451612903225806,1.403225806451613,2.4193548387096775,1.851063829787234
Sam Dekker,2.3793103448275863,1.2528735632183907,1.2098850574712643,4.15344827586207,21.551724137931036,15.64367816091954,0.22988505747126436,0.034482758620689655,1.2413793103448276,2.3563218390804597,1.6363636363636365
Eric Bledsoe,6.4625,3.0125,1.8528749999999998,3.334625,68.1,48.65,0.975,0.5875,0.925,1.6875,1.4509803921568627
Zaza Pachulia,2.8452380952380953,1.619047619047619,1.201309523809524,4.120357142857142,29.0,21.785714285714285,0.7023809523809523,0.10714285714285714,2.6785714285714284,4.880952380952381,2.7777777777777777
Lucas Nogueira,1.186046511627907,0.7906976744186046,0.8337209302325579,2.720930232558139,13.523255813953488,10.895348837209303,0.20930232558139536,0.05813953488372093,1.755813953488372,3.7093023255813953,2.9038461538461537
Juan Hernangomez,1.271604938271605,0.5555555555555556,0.7630864197530864,3.3082716049382714,13.530864197530864,9.592592592592593,0.12345679012345678,0.024691358024691357,0.7654320987654321,1.308641975308642,1.6756756756756757
Jamal Crawford,6.6477272727272725,2.7386363636363638,1.732840909090909,3.9247727272727277,40.5,25.977272727272727,0.5227272727272727,0.3409090909090909,0.6704545454545454,1.0909090909090908,1.0727272727272728
Joe Ingles,2.0,0.8571428571428571,1.6636263736263732,4.085714285714285,35.9010989010989,27.494505494505493,0.6263736263736264,0.37362637362637363,0.5934065934065934,1.0,1.0188679245283019
Tyler Johnson,4.7560975609756095,2.2560975609756095,1.849634146341464,3.7318292682926835,49.23170731707317,35.40243902439025,0.6219512195121951,0.15853658536585366,1.353658536585366,2.548780487804878,1.7076923076923076
Frank Kaminsky,4.139240506329114,1.8481012658227849,1.7318987341772152,4.033924050632911,47.848101265822784,35.41772151898734,0.43037974683544306,0.25316455696202533,2.2658227848101267,4.0,2.5211267605633805
Sergio Rodriguez,1.9634146341463414,0.7682926829268293,1.4626829268292687,3.9236585365853647,53.08536585365854,43.15853658536585,0.926829268292683,0.43902439024390244,0.3902439024390244,0.5853658536585366,0.9142857142857143
Jon Leuer,3.8875,2.2,1.7557499999999995,4.070125,43.175,32.7625,0.175,0.2375,2.2625,3.85,2.585714285714286
Kentavious CaldwellPope,5.662337662337662,2.051948051948052,2.301818181818182,4.175844155844154,40.324675324675326,25.07792207792208,0.5324675324675324,0.14285714285714285,0.8831168831168831,1.3246753246753247,1.3076923076923077
Maurice Harkless,4.678571428571429,2.488095238095238,1.920714285714286,4.080119047619047,30.892857142857142,20.773809523809526,0.3333333333333333,0.07142857142857142,1.1428571428571428,2.511904761904762,1.411764705882353
DeAndre Jordan,5.758620689655173,3.9080459770114944,2.0285057471264367,3.785172413793105,51.770114942528735,40.3448275862069,0.47126436781609193,0.06896551724137931,3.4482758620689653,6.747126436781609,3.5294117647058822
Jordan Clarkson,7.493827160493828,3.3950617283950617,2.0571604938271606,4.260493827160495,46.55555555555556,29.320987654320987,0.5802469135802469,0.24691358024691357,0.7777777777777778,1.2469135802469136,1.2115384615384615
Goran Dragic,7.841463414634147,3.6219512195121952,2.143048780487805,3.828902439024389,73.8048780487805,52.46341463414634,1.170731707317073,0.36585365853658536,1.170731707317073,2.182926829268293,1.6
Stephen Curry,7.854166666666667,3.5729166666666665,2.421354166666666,4.317708333333331,77.02083333333333,51.3125,2.1875,0.53125,0.9166666666666666,1.7395833333333333,1.1891891891891893
David Lee,3.8421052631578947,2.294736842105263,1.229894736842105,4.028421052631579,32.98947368421052,25.63157894736842,0.3473684210526316,0.22105263157894736,1.7473684210526317,3.463157894736842,2.128205128205128
Caris LeVert,2.377049180327869,1.360655737704918,1.4047540983606557,3.885901639344263,27.83606557377049,19.098360655737704,0.4262295081967213,0.09836065573770492,0.9836065573770492,1.5901639344262295,1.3953488372093024
Josh Richardson,2.7804878048780486,1.1585365853658536,1.314390243902439,2.628414634146342,30.829268292682926,22.646341463414632,0.32926829268292684,0.10975609756097561,0.6341463414634146,1.3780487804878048,1.3
Tim Hardaway,5.776470588235294,2.635294117647059,1.880588235294117,4.110823529411763,40.082352941176474,25.058823529411764,0.5411764705882353,0.25882352941176473,0.7529411764705882,1.4352941176470588,1.032258064516129
Isaiah Thomas,12.219780219780219,5.373626373626373,2.2648351648351657,4.031538461538462,82.85714285714286,54.68131868131868,1.6483516483516483,0.3076923076923077,0.8241758241758241,1.4065934065934067,1.171875
Wesley Johnson,0.7349397590361446,0.2891566265060241,0.6808433734939758,3.499277108433734,15.313253012048193,12.216867469879517,0.10843373493975904,0.0,0.7710843373493976,1.4337349397590362,1.2307692307692308
Kelly Olynyk,2.817204301075269,1.7311827956989247,1.3766666666666667,4.083978494623655,40.83870967741935,31.483870967741936,0.3978494623655914,0.1827956989247312,1.913978494623656,3.5913978494623655,2.0697674418604652
Steven Adams,6.333333333333333,3.5632183908045976,1.9429885057471268,3.8926436781609213,34.229885057471265,22.71264367816092,0.3448275862068966,0.10344827586206896,3.2298850574712645,6.137931034482759,3.5125
TJ McConnell,4.048780487804878,1.9146341463414633,2.0442682926829265,4.65731707317073,79.2560975609756,68.28048780487805,1.3414634146341464,0.6463414634146342,0.8658536585365854,1.3414634146341464,1.126984126984127
David West,1.6265060240963856,0.9036144578313253,0.7897590361445784,3.745903614457833,25.240963855421686,19.481927710843372,0.3373493975903614,0.27710843373493976,1.6987951807228916,3.397590361445783,1.88
Seth Curry,4.273972602739726,1.9315068493150684,1.8690410958904105,3.860000000000001,47.56164383561644,34.63013698630137,0.5068493150684932,0.1917808219178082,0.7123287671232876,1.1506849315068493,1.1555555555555554
Rajon Rondo,3.8205128205128207,1.6025641025641026,1.6391025641025645,3.7053846153846144,64.62820512820512,52.76923076923077,0.9743589743589743,0.5128205128205128,0.6025641025641025,1.0256410256410255,1.175
Tyus Jones,1.0963855421686748,0.4457831325301205,0.659156626506024,2.92132530120482,18.313253012048193,14.759036144578314,0.3493975903614458,0.20481927710843373,0.25301204819277107,0.2891566265060241,1.05
LaMarcus Aldridge,7.1208791208791204,3.6373626373626373,2.045934065934066,3.796263736263736,50.13186813186813,32.23076923076923,0.45054945054945056,0.17582417582417584,2.1758241758241756,4.8901098901098905,2.4146341463414633
Troy Daniels,2.546511627906977,0.8023255813953488,1.0080232558139537,3.563139534883721,18.46511627906977,11.476744186046512,0.10465116279069768,0.08139534883720931,0.5232558139534884,1.127906976744186,1.0227272727272727
Nene Hilario,3.131868131868132,2.043956043956044,1.012197802197802,3.4640659340659337,23.35164835164835,16.34065934065934,0.2087912087912088,0.08791208791208792,1.835164835164835,3.3736263736263736,2.3857142857142857
Chris Paul,4.628205128205129,2.1153846153846154,1.784871794871795,3.3448717948717945,74.35897435897436,54.69230769230769,1.2564102564102564,0.9358974358974359,0.9230769230769231,1.5,1.263157894736842
Marcus Smart,4.6875,1.7291666666666667,1.964479166666667,3.9044791666666683,57.8125,43.666666666666664,1.1979166666666667,0.2604166666666667,1.03125,2.0625,1.1927710843373494
Malcolm Delaney,2.0229885057471266,0.6436781609195402,0.9577011494252874,3.4271264367816094,30.528735632183906,23.49425287356322,0.632183908045977,0.21839080459770116,0.3333333333333333,0.5517241379310345,0.8285714285714286
Jeremy Lamb,3.7777777777777777,1.9305555555555556,1.1169444444444443,3.703750000000001,23.458333333333332,14.541666666666666,0.3611111111111111,0.125,0.8888888888888888,1.5555555555555556,1.3061224489795917
Kemba Walker,10.283950617283951,4.567901234567901,2.2549382716049386,3.9462962962962975,83.53086419753086,58.49382716049383,1.345679012345679,0.5679012345679012,1.1728395061728396,2.1604938271604937,1.3194444444444444
Channing Frye,1.6989247311827957,0.8387096774193549,1.083118279569893,3.666881720430108,29.559139784946236,21.548387096774192,0.3763440860215054,0.10752688172043011,2.21505376344086,4.279569892473118,2.5121951219512195
Mike Conley,6.097560975609756,2.731707317073171,2.106951219512195,3.770853658536586,75.53658536585365,54.63414634146341,1.548780487804878,0.4878048780487805,0.975609756097561,1.7804878048780488,1.3333333333333333
Jeff Teague,6.458823529411765,2.823529411764706,2.057647058823529,3.7920000000000007,74.98823529411764,55.63529411764706,1.4470588235294117,0.6235294117647059,0.9764705882352941,1.4941176470588236,1.2769230769230768
Evan Turner,4.36231884057971,1.9275362318840579,1.7359420289855074,4.072318840579711,43.17391304347826,31.304347826086957,0.4927536231884058,0.2463768115942029,1.0289855072463767,1.7681159420289856,1.3396226415094339
Trevor Ariza,3.239130434782609,1.3695652173913044,2.235652173913044,3.880217391304348,42.47826086956522,30.33695652173913,0.5,0.18478260869565216,1.4891304347826086,2.597826086956522,1.7341772151898733
Kris Dunn,1.8795180722891567,0.7710843373493976,1.1828915662650603,4.16144578313253,32.51807228915663,26.216867469879517,0.5783132530120482,0.14457831325301204,0.7831325301204819,1.4337349397590362,1.2264150943396226
Cory Joseph,4.142857142857143,1.8681318681318682,1.7860439560439563,4.405494505494505,50.34065934065934,38.10989010989011,0.5274725274725275,0.26373626373626374,1.2307692307692308,2.065934065934066,1.6
Monta Ellis,4.038961038961039,1.8571428571428572,1.7798701298701296,4.021428571428571,39.83116883116883,28.454545454545453,0.8441558441558441,0.23376623376623376,0.6753246753246753,1.0649350649350648,1.1304347826086956
Lavoy Allen,1.1645569620253164,0.569620253164557,0.779620253164557,3.286835443037975,17.620253164556964,14.49367088607595,0.17721518987341772,0.02531645569620253,0.6708860759493671,1.5063291139240507,1.2926829268292683
Shelvin Mack,2.75,1.225,1.1665,3.3741250000000007,36.65,28.4375,0.3875,0.1875,0.675,1.1375,1.173913043478261
Jeff Green,4.0285714285714285,1.8285714285714285,1.3967142857142856,3.7989999999999995,32.01428571428571,21.37142857142857,0.2857142857142857,0.18571428571428572,1.3428571428571427,2.2142857142857144,1.5932203389830508
Gorgui Dieng,3.6265060240963853,1.8433734939759037,2.1509638554216877,4.007831325301204,48.81927710843374,37.93975903614458,0.6024096385542169,0.0963855421686747,3.8313253012048194,7.301204819277109,4.184210526315789
Meyers Leonard,1.1764705882352942,0.5176470588235295,0.924470588235294,3.401058823529412,24.658823529411766,18.6,0.15294117647058825,0.058823529411764705,1.576470588235294,3.0823529411764707,2.2333333333333334
Tony Allen,5.753246753246753,2.7012987012987013,1.637662337662338,3.656103896103897,31.5974025974026,21.051948051948052,0.36363636363636365,0.09090909090909091,0.7922077922077922,1.6103896103896105,1.196078431372549
James Harden,12.206521739130435,5.293478260869565,2.17608695652174,3.615760869565219,94.94565217391305,63.45652173913044,1.5543478260869565,0.8913043478260869,2.4782608695652173,4.0978260869565215,2.7142857142857144
Kevin Durant,10.25974025974026,5.428571428571429,2.1942857142857144,3.9220779220779223,59.064935064935064,36.12987012987013,0.961038961038961,0.36363636363636365,2.25974025974026,4.740259740259741,2.3835616438356166
Danilo Gallinari,4.791044776119403,2.1343283582089554,2.055074626865671,3.625522388059702,45.26865671641791,28.761194029850746,0.6865671641791045,0.14925373134328357,1.3134328358208955,2.253731343283582,1.6603773584905661
D'Angelo Russell,6.806451612903226,2.870967741935484,1.9969354838709679,4.261451612903226,67.35483870967742,48.03225806451613,0.9354838709677419,0.5645161290322581,0.9516129032258065,1.532258064516129,1.3111111111111111
Austin Rivers,4.851851851851852,2.246913580246914,1.8204938271604942,3.9238271604938264,46.901234567901234,33.333333333333336,0.48148148148148145,0.19753086419753085,0.7407407407407407,1.4074074074074074,1.0909090909090908
Corey Brewer,2.246913580246914,0.9629629629629629,1.0645679012345677,4.180493827160495,16.506172839506174,11.222222222222221,0.2222222222222222,0.1111111111111111,0.5925925925925926,1.123456790123457,0.96
Kyrie Irving,10.876288659793815,5.092783505154639,2.0916494845360827,3.5844329896907214,69.44329896907216,45.54639175257732,1.1855670103092784,0.4845360824742268,1.1134020618556701,1.8762886597938144,1.3333333333333333
Joe Harris,2.814814814814815,1.2592592592592593,1.5159259259259257,4.21462962962963,26.333333333333332,17.944444444444443,0.3333333333333333,0.12962962962962962,1.0925925925925926,1.7777777777777777,1.5526315789473684
Jason Terry,1.0823529411764705,0.4117647058823529,1.1952941176470593,3.965411764705882,20.0,15.988235294117647,0.3411764705882353,0.08235294117647059,0.6352941176470588,0.8823529411764706,1.3170731707317074
Rudy Gobert,6.177777777777778,3.933333333333333,2.259,4.058333333333334,59.2,46.41111111111111,0.37777777777777777,0.1111111111111111,3.9444444444444446,9.033333333333333,4.176470588235294
Kenneth Faried,5.2,2.830769230769231,1.38923076923077,3.9129230769230765,29.23076923076923,20.323076923076922,0.3230769230769231,0.09230769230769231,1.6615384615384616,3.0,2.0377358490566038
Shaun Livingston,3.010869565217391,1.565217391304348,1.2030434782608697,4.1152173913043475,32.51086956521739,26.315217391304348,1.0108695652173914,0.09782608695652174,0.6195652173913043,1.0434782608695652,0.9344262295081968
Vince Carter,2.409090909090909,0.8977272727272727,1.428068181818182,3.4661363636363642,31.045454545454547,22.5,0.4431818181818182,0.09090909090909091,0.8295454545454546,1.5568181818181819,1.3035714285714286
Bradley Beal,7.78494623655914,3.7204301075268815,2.330537634408602,4.007849462365591,51.41935483870968,29.301075268817204,0.8064516129032258,0.25806451612903225,1.2258064516129032,1.967741935483871,1.5405405405405406
Pascal Siakam,1.5625,0.85,0.8092500000000001,3.148999999999999,14.45,11.05,0.175,0.025,0.975,1.8,1.9024390243902438
Andrew Wiggins,12.204819277108435,5.578313253012048,2.3865060240963856,3.8889156626506027,50.325301204819276,24.93975903614458,0.6385542168674698,0.18072289156626506,2.036144578313253,3.3012048192771086,2.2533333333333334
Jamal Murray,3.8395061728395063,1.6419753086419753,1.6235802469135805,4.498641975308641,36.48148148148148,24.493827160493826,0.7037037037037037,0.16049382716049382,0.7283950617283951,1.2222222222222223,1.0727272727272728
Jabari Parker,8.901960784313726,4.862745098039215,2.3776470588235292,4.22313725490196,63.568627450980394,42.3921568627451,0.6666666666666666,0.3137254901960784,1.9019607843137254,3.627450980392157,1.94
CJ McCollum,10.670588235294117,5.0588235294117645,2.4847058823529418,4.294470588235295,61.68235294117647,37.95294117647059,0.9294117647058824,0.23529411764705882,1.1764705882352942,2.2588235294117647,1.4705882352941178
Tyler Ennis,1.35,0.6,0.510375,2.8265,15.55,11.95,0.2625,0.0375,0.2125,0.3375,0.7391304347826086
Dewayne Dedmon,2.4444444444444446,1.488888888888889,1.0586666666666664,3.9546666666666654,20.955555555555556,16.144444444444446,0.16666666666666666,0.022222222222222223,1.511111111111111,3.511111111111111,1.8133333333333332
Nick Young,3.6296296296296298,1.5802469135802468,1.2395061728395058,2.893086419753086,22.82716049382716,13.901234567901234,0.2222222222222222,0.13580246913580246,0.6296296296296297,1.0493827160493827,1.5
Kosta Koufos,3.5555555555555554,1.9753086419753085,1.1996296296296298,3.630493827160493,24.703703703703702,18.40740740740741,0.2716049382716049,0.012345679012345678,1.5555555555555556,3.0,2.0655737704918034
Denzel Valentine,0.891566265060241,0.30120481927710846,0.8644578313253011,3.0606024096385536,14.566265060240964,9.879518072289157,0.18072289156626506,0.07228915662650602,0.6506024096385542,1.144578313253012,1.2272727272727273
Shabazz Muhammad,4.886075949367089,2.518987341772152,1.3508860759493677,4.204050632911393,18.303797468354432,8.594936708860759,0.20253164556962025,0.012658227848101266,0.5316455696202531,0.8987341772151899,0.9130434782608695
Patrick McCaw,1.1978021978021978,0.5164835164835165,0.97,3.9480219780219796,17.626373626373628,13.285714285714286,0.43956043956043955,0.054945054945054944,0.6153846153846154,0.9560439560439561,1.1428571428571428
Mike Muscala,1.5555555555555556,0.8888888888888888,1.177283950617284,4.113086419753086,25.839506172839506,19.864197530864196,0.38271604938271603,0.12345679012345678,1.7407407407407407,3.382716049382716,2.073529411764706
Dwight Powell,2.268292682926829,1.4390243902439024,1.1325609756097559,3.9719512195121944,24.475609756097562,18.109756097560975,0.1951219512195122,0.024390243902439025,1.7804878048780488,2.902439024390244,2.212121212121212
Norman Powell,3.67032967032967,1.7472527472527473,1.2620879120879118,3.9909890109890105,23.747252747252748,14.483516483516484,0.1978021978021978,0.06593406593406594,0.5934065934065934,0.8791208791208791,1.173913043478261
Jakob Poeltl,1.1758241758241759,0.6593406593406593,0.5342857142857143,2.8079120879120874,8.615384615384615,6.483516483516484,0.08791208791208792,0.03296703296703297,1.0,1.978021978021978,1.9782608695652173
Marvin Williams,4.0,1.8533333333333333,2.1424000000000003,4.281466666666668,60.45333333333333,49.38666666666666,0.4266666666666667,0.26666666666666666,2.3333333333333335,4.0,2.3972602739726026
Jameer Nelson,3.142857142857143,1.3246753246753247,1.695194805194806,3.714155844155844,55.83116883116883,44.22077922077922,1.0,0.37662337662337664,0.6883116883116883,1.103896103896104,1.1041666666666667
Bismack Biyombo,3.182926829268293,1.6585365853658536,1.476829268292683,4.001829268292684,38.19512195121951,30.78048780487805,0.3780487804878049,0.024390243902439025,2.8292682926829267,5.402439024390244,3.012987012987013
