,player_year,Player,Season_x,Age_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd,Tm,label
178,Ryan Kelly/2014-15,Ryan Kelly,2014-15,23,NBA,52,23.7,6-11,34,1233,3.0,9.0,1.7,5.1,1.3,3.9,2.3,2.8,0.4,3.9,4.3,2.7,0.9,0.7,1.1,3.4,9.7,0.337,0.337,0.336,0.409,0.832,0.473,8.6,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14.0,101,112,0.4,0.3,0.7,0.027,-2.1,-0.8,-2.8,-0.3,1.00109756098,2.53585365854,19.987804878,14.9512195122,0.158536585366,0.0365853658537,0.80487804878,1.5487804878,1.60975609756,LAL,6
179,Jeremy Lamb/2015-16,Jeremy Lamb,2015-16,23,NBA,66,18.6,6-5,0,1227,6.7,15.0,5.1,9.7,1.6,5.3,1.9,2.6,1.3,6.1,7.4,2.3,1.2,0.9,1.5,3.1,17.0,0.451,0.529,0.309,0.506,0.727,0.529,15.9,0.355,0.173,3.9,18.7,11.2,10.9,1.7,2.0,8.4,22.0,104,103,1.0,1.8,2.7,0.107,-0.6,0.1,-0.5,0.4,1.00233333333,3.33388888889,20.6444444444,13.2666666667,0.288888888889,0.122222222222,0.588888888889,1.0,1.15217391304,CHO,1
180,Carl Landry/2014-15,Carl Landry,2014-15,31,NBA,70,17.0,6-9,15,1192,5.7,11.1,5.7,11.1,0.0,0.0,3.7,4.5,3.0,5.1,8.1,0.8,0.5,0.5,1.6,4.0,15.2,0.515,0.515,,0.515,0.82,0.578,14.9,0.0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11.0,18.1,115,111,2.3,0.5,2.8,0.112,-1.0,-2.6,-3.6,-0.5,1.00666666667,3.58,21.3076923077,14.5384615385,0.205128205128,0.0512820512821,1.25641025641,2.28205128205,1.60655737705,SAC,9
181,Troy Daniels/2016-17,Troy Daniels,2016-17,25,NBA,67,17.7,6-4,3,1183,5.6,15.1,1.4,4.3,4.2,10.8,1.3,1.6,0.6,2.4,3.0,1.4,0.6,0.1,1.4,2.7,16.8,0.374,0.336,0.389,0.513,0.796,0.531,10.4,0.717,0.109,2.0,7.9,4.8,6.6,0.9,0.3,8.0,21.7,104,112,0.5,0.8,1.3,0.051,0.3,-3.4,-3.1,-0.3,1.00802325581,3.56313953488,18.4651162791,11.476744186,0.104651162791,0.0813953488372,0.523255813953,1.12790697674,1.02272727273,MEM,6
182,Nene Hilario/2016-17,Nene Hilario,2016-17,34,NBA,67,17.9,6-11,8,1198,7.4,11.9,7.3,11.7,0.1,0.3,3.5,5.9,2.9,5.6,8.4,2.0,1.7,1.2,2.2,4.9,18.3,0.617,0.624,0.333,0.621,0.589,0.63,18.9,0.023,0.496,8.6,16.9,12.8,8.6,2.2,2.7,13.1,19.7,118,106,2.5,1.6,4.1,0.165,-0.4,0.9,0.5,0.8,1.0121978022,3.46406593407,23.3516483516,16.3406593407,0.208791208791,0.0879120879121,1.83516483516,3.37362637363,2.38571428571,HOU,4
183,Jordan Hill/2015-16,Jordan Hill,2015-16,28,NBA,73,20.7,6-10,11,1513,6.6,13.1,6.6,13.0,0.0,0.0,2.1,3.0,3.7,7.0,10.7,2.1,0.9,0.9,2.2,3.7,15.3,0.506,0.507,0.0,0.506,0.712,0.534,16.4,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2.0,13.2,20.3,106,102,1.6,2.3,3.9,0.124,-1.7,0.9,-0.7,0.5,1.01603960396,3.11158415842,29.0396039604,21.1089108911,0.168316831683,0.138613861386,2.05940594059,3.87128712871,2.73684210526,IND,4
184,Shawne Williams/2014-15,Shawne Williams,2014-15,28,NBA,63,17.3,6-9,22,1087,4.0,9.9,1.9,4.0,2.1,5.9,1.2,1.3,1.2,4.3,5.5,1.5,0.8,0.7,1.0,4.5,11.3,0.403,0.467,0.36,0.51,0.875,0.537,10.5,0.593,0.133,3.9,14.0,9.0,6.5,1.2,1.6,8.6,14.9,109,108,1.1,0.8,1.9,0.084,-0.2,-0.8,-1.0,0.3,1.01613333333,3.62826666667,24.0666666667,18.92,0.16,0.0666666666667,1.28,2.56,1.95918367347,TOT,1
185,Shabazz Napier/2014-15,Shabazz Napier,2014-15,23,NBA,51,19.8,6-1,10,1012,3.1,8.1,1.6,3.9,1.5,4.2,1.6,2.0,0.6,3.4,4.0,4.6,1.4,0.1,2.9,2.7,9.3,0.382,0.4,0.364,0.476,0.786,0.517,9.3,0.518,0.246,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,95,108,-0.3,0.8,0.5,0.024,-2.0,-0.6,-2.6,-0.2,1.01652173913,3.05536231884,33.2608695652,26.8695652174,0.420289855072,0.159420289855,0.463768115942,0.68115942029,1.06666666667,MIA,2
186,Nemanja Bjelica/2016-17,Nemanja Bjelica,2016-17,28,NBA,65,18.3,6-10,1,1190,4.6,10.8,2.9,5.4,1.7,5.4,1.4,1.8,1.7,5.7,7.4,2.4,1.2,0.6,1.8,4.7,12.2,0.424,0.531,0.316,0.503,0.738,0.526,11.0,0.497,0.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,105,111,0.6,0.9,1.5,0.059,-0.7,-0.4,-1.1,0.3,1.01888888889,3.36901234568,27.2592592593,20.9382716049,0.358024691358,0.123456790123,1.22222222222,2.43209876543,1.8,MIN,1
187,Jon Leuer/2015-16,Jon Leuer,2015-16,26,NBA,67,18.7,6-10,27,1255,6.4,13.4,5.2,10.2,1.2,3.2,2.2,2.9,2.2,8.5,10.7,2.1,1.1,0.9,2.2,3.6,16.3,0.481,0.511,0.382,0.526,0.762,0.555,16.2,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2.0,12.8,19.8,107,106,1.4,1.3,2.7,0.103,-1.3,0.3,-1.0,0.3,1.01977777778,3.30188888889,26.9555555556,19.8,0.244444444444,0.0333333333333,1.62222222222,3.16666666667,2.31746031746,PHO,4
188,Tim Duncan/2015-16,Tim Duncan,2015-16,39,NBA,61,25.2,6-11,60,1536,5.0,10.3,5.0,10.3,0.0,0.0,2.2,3.1,2.7,7.8,10.5,3.8,1.1,1.8,2.1,2.9,12.2,0.488,0.49,0.0,0.488,0.702,0.523,16.9,0.005,0.297,8.8,23.8,16.6,15.3,1.6,3.9,15.3,17.6,107,96,1.6,3.6,5.2,0.163,-0.8,5.0,4.1,2.4,1.01990909091,2.48327272727,28.7090909091,21.4090909091,0.272727272727,0.109090909091,2.07272727273,4.45454545455,3.30434782609,SAS,4
189,Michael Beasley/2016-17,Michael Beasley,2016-17,28,NBA,56,16.7,6-9,6,935,8.3,15.6,7.6,14.0,0.7,1.7,3.0,4.0,1.5,5.9,7.4,2.0,1.1,1.0,2.5,3.5,20.3,0.532,0.545,0.419,0.554,0.743,0.584,17.8,0.106,0.259,5.0,18.9,12.0,9.9,1.5,2.5,12.7,25.3,106,108,0.8,1.0,1.8,0.093,-1.7,-1.1,-2.9,-0.2,1.02,3.76059701493,24.0149253731,15.671641791,0.373134328358,0.089552238806,1.07462686567,2.13432835821,1.5652173913,MIL,1
190,Tarik Black/2016-17,Tarik Black,2016-17,25,NBA,67,16.3,6-9,16,1091,4.9,9.7,4.9,9.6,0.0,0.1,2.7,3.6,4.7,6.6,11.3,1.3,1.0,1.5,1.9,5.7,12.6,0.51,0.51,0.5,0.512,0.752,0.56,15.0,0.007,0.371,13.8,20.7,17.1,5.3,1.3,3.3,14.5,15.7,114,111,1.5,0.9,2.4,0.105,-1.8,0.2,-1.6,0.1,1.02175675676,3.79527027027,22.4054054054,16.6756756757,0.216216216216,0.121621621622,1.64864864865,3.2027027027,2.14035087719,LAL,9
191,Tony Allen/2015-16,Tony Allen,2015-16,34,NBA,64,25.3,6-4,57,1620,4.8,10.4,4.4,9.5,0.3,0.9,2.0,3.1,2.3,4.3,6.6,1.6,2.4,0.4,1.7,3.9,11.9,0.458,0.468,0.357,0.474,0.652,0.505,12.9,0.09,0.294,7.0,14.1,10.4,6.9,3.5,1.0,12.8,16.8,101,105,0.5,1.9,2.4,0.072,-1.5,1.4,-0.1,0.8,1.02827586207,2.45844827586,18.0517241379,11.8103448276,0.146551724138,0.0775862068966,0.448275862069,0.801724137931,1.2380952381,MEM,1
192,Brandon Knight/2016-17,Brandon Knight,2016-17,25,NBA,54,21.1,6-3,5,1140,6.6,16.6,5.2,12.2,1.4,4.4,4.2,4.9,0.8,2.9,3.7,4.1,0.9,0.2,2.8,2.7,18.8,0.398,0.425,0.324,0.441,0.857,0.502,12.3,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,13.1,25.0,101,116,0.1,0.2,0.3,0.013,-1.5,-3.0,-4.5,-0.7,1.034125,2.84925,29.3125,19.975,0.25,0.175,0.3875,0.6125,1.03333333333,PHO,10
193,Kyle O'Quinn/2016-17,Kyle O'Quinn,2016-17,26,NBA,79,15.6,6-10,8,1229,6.3,12.1,6.2,11.6,0.1,0.5,1.9,2.4,4.6,8.3,12.9,3.4,1.1,3.0,2.2,5.1,14.5,0.521,0.538,0.118,0.523,0.771,0.552,20.5,0.041,0.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,114,105,2.1,1.8,3.9,0.151,-0.1,3.7,3.5,1.7,1.03575,4.008,29.7,22.625,0.3125,0.075,2.4,5.1375,2.66666666667,NYK,4
194,Joe Ingles/2015-16,Joe Ingles,2015-16,28,NBA,81,15.3,6-8,2,1241,3.6,8.4,1.2,2.3,2.3,6.1,0.4,0.5,0.6,3.8,4.4,2.8,1.6,0.1,1.9,2.8,9.9,0.426,0.531,0.386,0.565,0.722,0.572,10.3,0.722,0.062,1.8,12.4,7.1,12.1,2.3,0.3,17.9,13.5,105,105,0.7,1.6,2.3,0.089,-0.3,0.4,0.1,0.7,1.03597560976,4.10743902439,25.2926829268,20.0243902439,0.19512195122,0.268292682927,0.40243902439,0.756097560976,0.970588235294,UTA,10
195,Richard Jefferson/2014-15,Richard Jefferson,2014-15,34,NBA,74,16.8,6-7,18,1244,4.2,9.4,2.3,4.9,1.9,4.5,2.3,3.3,0.7,4.6,5.3,1.8,0.9,0.3,1.5,3.3,12.5,0.444,0.462,0.426,0.546,0.684,0.577,11.3,0.478,0.352,2.2,14.0,8.1,7.0,1.3,0.7,12.2,15.3,109,108,1.4,0.9,2.3,0.088,-0.2,-0.5,-0.7,0.4,1.03931034483,3.69540229885,21.275862069,14.9885057471,0.195402298851,0.0804597701149,0.827586206897,1.65517241379,1.28571428571,DAL,1
196,Spencer Hawes/2014-15,Spencer Hawes,2014-15,26,NBA,73,17.5,7-1,15,1274,4.6,11.7,3.1,6.8,1.6,5.0,1.2,1.9,0.8,6.4,7.3,2.5,0.7,1.5,1.7,4.9,12.0,0.393,0.452,0.313,0.459,0.647,0.478,9.8,0.424,0.164,2.7,19.7,11.4,10.0,1.0,3.4,12.1,17.9,95,104,-0.3,1.5,1.2,0.044,-2.9,1.0,-1.9,0.0,1.03931034483,3.79,27.8850574713,21.183908046,0.275862068966,0.137931034483,1.68965517241,3.35632183908,1.98648648649,LAC,1
197,Tyson Chandler/2015-16,Tyson Chandler,2015-16,33,NBA,66,24.5,7-1,60,1618,4.1,7.0,4.1,7.0,0.0,0.0,2.4,3.8,3.9,8.9,12.8,1.4,0.8,1.0,2.1,3.2,10.5,0.583,0.585,0.0,0.583,0.62,0.606,14.7,0.003,0.545,11.5,27.5,19.3,6.0,1.1,2.2,19.3,12.7,114,107,2.1,1.6,3.8,0.112,-1.9,1.3,-0.5,0.6,1.0422,2.5721,27.56,22.15,0.27,0.1,1.8,3.44,2.8125,PHO,4
198,Ian Clark/2016-17,Ian Clark,2016-17,25,NBA,77,14.8,6-3,0,1137,6.7,13.7,4.7,8.5,1.9,5.2,1.4,1.8,0.7,3.2,3.9,2.8,1.2,0.3,1.7,2.4,16.7,0.487,0.556,0.374,0.558,0.759,0.575,13.1,0.376,0.134,2.3,9.1,5.9,11.2,1.7,0.6,10.7,19.5,108,108,1.0,1.3,2.3,0.099,-0.6,-1.4,-2.0,0.0,1.04479166667,4.29375,23.9166666667,17.0833333333,0.53125,0.114583333333,0.354166666667,0.520833333333,0.85,GSW,10
199,Timofey Mozgov/2016-17,Timofey Mozgov,2016-17,30,NBA,54,20.4,7-1,52,1104,5.5,10.7,5.5,10.7,0.0,0.0,2.1,2.5,3.4,5.2,8.6,1.4,0.5,1.0,2.3,4.3,13.1,0.515,0.517,0.0,0.515,0.808,0.553,12.3,0.003,0.238,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,106,114,0.7,0.4,1.1,0.048,-2.8,-0.8,-3.6,-0.4,1.05108108108,3.09054054054,20.2837837838,14.0945945946,0.202702702703,0.0135135135135,1.75675675676,3.25675675676,2.65306122449,LAL,1
200,Kyle Anderson/2015-16,Kyle Anderson,2015-16,22,NBA,78,16.0,6-9,11,1245,4.0,8.5,3.6,7.5,0.3,1.1,1.8,2.4,0.7,6.3,7.1,3.6,1.7,0.8,1.7,2.8,10.1,0.468,0.488,0.324,0.488,0.747,0.528,12.9,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,104,97,0.7,2.8,3.5,0.133,-1.9,3.7,1.8,1.2,1.05333333333,4.06795698925,25.4193548387,19.9462365591,0.462365591398,0.161290322581,0.505376344086,1.06451612903,0.88679245283,SAS,1
201,Tayshaun Prince/2015-16,Tayshaun Prince,2015-16,35,NBA,77,19.0,6-9,44,1462,2.5,5.6,2.4,5.1,0.1,0.6,0.3,0.5,0.8,2.8,3.6,1.8,0.9,0.3,0.7,1.5,5.4,0.445,0.476,0.174,0.454,0.684,0.466,6.3,0.1,0.083,2.6,9.0,5.8,7.0,1.2,0.7,10.2,8.1,100,113,0.1,0.3,0.4,0.014,-2.9,-0.2,-3.1,-0.4,1.05384615385,3.35274725275,16.1758241758,12.9120879121,0.241758241758,0.021978021978,0.681318681319,1.20879120879,1.26530612245,MIN,6
202,Dewayne Dedmon/2016-17,Dewayne Dedmon,2016-17,27,NBA,76,17.5,7-0,37,1330,4.4,7.0,4.4,7.0,0.0,0.0,1.8,2.5,3.5,9.9,13.4,1.2,1.0,1.7,1.7,4.9,10.5,0.622,0.622,,0.622,0.699,0.645,16.0,0.0,0.359,11.2,30.5,21.1,4.8,1.4,3.7,16.9,12.3,122,99,2.2,3.0,5.2,0.188,-1.5,3.2,1.7,1.2,1.05866666667,3.95466666667,20.9555555556,16.1444444444,0.166666666667,0.0222222222222,1.51111111111,3.51111111111,1.81333333333,SAS,9
203,Mike Scott/2015-16,Mike Scott,2015-16,27,NBA,75,15.3,6-8,0,1146,5.5,11.8,3.6,6.8,1.9,5.0,1.6,2.0,1.7,4.8,6.5,2.5,0.8,0.5,1.3,3.2,14.6,0.468,0.523,0.392,0.551,0.794,0.575,14.0,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,112,104,1.7,1.5,3.2,0.132,-0.2,-0.4,-0.6,0.4,1.06,4.13155555556,23.0777777778,16.9777777778,0.222222222222,0.0555555555556,0.766666666667,1.65555555556,1.09523809524,ATL,1
204,Quincy Acy/2015-16,Quincy Acy,2015-16,25,NBA,59,14.8,6-7,29,876,4.9,8.8,4.1,6.8,0.8,2.0,2.1,2.8,2.7,5.1,7.7,1.1,1.2,1.0,1.1,4.2,12.6,0.556,0.606,0.388,0.6,0.735,0.629,14.7,0.229,0.318,8.1,15.1,11.6,4.4,1.6,2.2,10.0,13.1,124,108,1.8,0.7,2.5,0.137,0.2,0.0,0.2,0.5,1.06,4.26,19.3,14.5,0.1,0.0,1.3,2.2,1.3,SAC,9
205,Terrence Jones/2015-16,Terrence Jones,2015-16,24,NBA,50,20.9,6-9,11,1044,5.7,12.7,4.9,9.9,0.9,2.7,2.7,4.0,2.1,5.1,7.3,1.4,0.8,1.3,1.7,3.0,15.0,0.452,0.49,0.316,0.486,0.664,0.519,13.5,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,104,109,0.8,0.7,1.5,0.068,-2.4,-1.0,-3.4,-0.4,1.06144927536,3.03420289855,25.1014492754,17.5507246377,0.188405797101,0.0724637681159,1.59420289855,3.13043478261,2.24489795918,HOU,1
206,Jonas Jerebko/2014-15,Jonas Jerebko,2014-15,27,NBA,75,16.4,6-10,0,1230,4.9,11.1,3.4,7.0,1.6,4.1,1.6,1.9,2.7,5.5,8.3,2.1,1.3,0.5,1.3,4.0,13.1,0.446,0.481,0.386,0.517,0.848,0.549,15.0,0.369,0.174,8.0,17.2,12.5,9.0,1.9,1.1,9.7,16.2,114,105,2.0,1.4,3.5,0.135,0.5,0.4,0.9,0.9,1.06215909091,3.88,25.6022727273,19.5681818182,0.227272727273,0.0568181818182,1.18181818182,2.35227272727,1.52941176471,TOT,1
207,JaKarr Sampson/2014-15,JaKarr Sampson,2014-15,21,NBA,74,15.3,6-9,32,1131,4.6,11.0,3.7,7.0,1.0,4.0,2.0,3.0,1.1,4.1,5.2,2.5,1.2,0.8,2.4,4.3,12.3,0.422,0.525,0.244,0.467,0.67,0.498,9.4,0.367,0.272,3.2,12.9,7.8,12.0,1.7,1.9,16.4,17.9,93,106,-0.5,1.1,0.6,0.025,-4.0,-0.4,-4.4,-0.7,1.063625,4.1635,21.4875,15.0,0.2375,0.025,0.85,1.8625,1.13333333333,PHI,10
208,Corey Brewer/2016-17,Corey Brewer,2016-17,30,NBA,82,15.6,6-9,11,1281,4.1,9.8,3.4,6.5,0.8,3.3,1.4,1.9,0.9,3.8,4.7,2.7,1.7,0.5,1.5,3.7,10.4,0.422,0.522,0.229,0.461,0.735,0.491,9.1,0.339,0.195,2.7,11.5,7.1,10.7,2.3,1.2,12.7,14.3,101,110,0.0,1.2,1.2,0.045,-2.9,0.2,-2.7,-0.2,1.06456790123,4.18049382716,16.5061728395,11.2222222222,0.222222222222,0.111111111111,0.592592592593,1.12345679012,0.96,TOT,6
209,Justin Hamilton/2016-17,Justin Hamilton,2016-17,26,NBA,64,18.4,7-0,7,1177,5.3,11.6,3.6,6.1,1.7,5.5,1.2,1.6,2.2,5.8,8.0,1.7,0.9,1.3,1.3,2.8,13.5,0.459,0.601,0.304,0.532,0.75,0.55,13.6,0.478,0.137,6.5,17.0,11.8,7.3,1.2,2.8,9.7,16.2,109,110,1.0,1.0,2.1,0.084,-0.9,0.2,-0.8,0.4,1.06474358974,3.55858974359,24.8461538462,18.9487179487,0.25641025641,0.0384615384615,2.11538461538,4.11538461538,2.94642857143,BRK,1
210,Justin Anderson/2016-17,Justin Anderson,2016-17,23,NBA,75,16.4,6-6,10,1228,5.5,12.9,3.8,7.2,1.7,5.7,3.0,3.8,2.0,5.2,7.2,1.9,1.2,0.7,1.9,3.2,15.6,0.424,0.522,0.299,0.49,0.791,0.537,13.9,0.442,0.294,6.2,16.9,11.3,8.8,1.7,1.6,11.7,20.9,104,109,0.6,1.3,1.9,0.074,-1.2,-0.3,-1.6,0.1,1.06658536585,3.86390243902,26.4756097561,18.5,0.19512195122,0.0975609756098,0.914634146341,1.4512195122,1.44230769231,TOT,1
211,JaKarr Sampson/2015-16,JaKarr Sampson,2015-16,22,NBA,73,15.9,6-9,40,1160,4.3,9.8,3.9,7.9,0.4,2.0,2.5,3.8,1.4,4.5,5.9,1.4,0.7,1.0,2.2,4.4,11.6,0.442,0.496,0.222,0.464,0.656,0.504,8.3,0.199,0.385,4.2,14.0,9.0,6.2,1.0,2.2,15.9,16.6,94,110,-0.5,0.6,0.1,0.006,-4.6,-0.8,-5.4,-1.0,1.066875,4.075125,16.975,10.7,0.225,0.0125,0.9,1.875,1.28571428571,TOT,6
212,Nick Collison/2014-15,Nick Collison,2014-15,34,NBA,66,16.7,6-10,2,1101,3.5,8.3,2.9,6.3,0.5,2.0,1.5,2.1,2.9,5.2,8.2,2.9,1.1,0.8,1.5,5.1,8.9,0.419,0.466,0.267,0.451,0.692,0.485,11.2,0.237,0.257,8.9,15.3,12.2,11.6,1.6,1.8,13.8,12.8,108,105,1.0,1.2,2.2,0.097,-1.1,1.2,0.1,0.6,1.07013513514,3.86581081081,28.7837837838,23.527027027,0.216216216216,0.202702702703,1.47297297297,2.87837837838,1.84745762712,OKC,1
213,Luc Mbah a Moute/2015-16,Luc Mbah a Moute,2015-16,29,NBA,75,17.0,6-8,61,1274,2.7,5.8,2.3,4.7,0.4,1.1,0.8,1.6,1.7,3.1,4.8,0.8,1.2,0.5,1.0,2.8,6.5,0.454,0.485,0.325,0.486,0.526,0.498,7.3,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,101,106,0.2,1.3,1.6,0.059,-3.0,1.5,-1.6,0.1,1.07112359551,3.75134831461,13.0786516854,9.68539325843,0.168539325843,0.0786516853933,0.741573033708,1.49438202247,1.08196721311,LAC,6
214,Chase Budinger/2014-15,Chase Budinger,2014-15,26,NBA,67,19.2,6-7,4,1286,4.7,10.9,3.3,6.9,1.5,4.0,1.9,2.3,0.9,4.6,5.5,1.8,1.2,0.3,1.4,2.0,12.8,0.433,0.474,0.364,0.5,0.827,0.537,12.2,0.367,0.208,2.8,15.1,8.8,8.0,1.7,0.6,10.3,16.3,106,113,1.1,0.2,1.3,0.049,-0.9,-1.9,-2.8,-0.3,1.07195121951,3.33902439024,20.512195122,14.1829268293,0.219512195122,0.146341463415,1.03658536585,1.59756097561,1.77083333333,MIN,1
215,Thabo Sefolosha/2015-16,Thabo Sefolosha,2015-16,31,NBA,75,23.4,6-7,11,1758,3.8,7.6,3.0,5.1,0.9,2.5,1.3,2.0,1.1,5.8,6.8,2.2,1.7,0.8,1.4,2.2,9.8,0.505,0.589,0.339,0.562,0.626,0.578,12.4,0.333,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,108,100,1.3,3.2,4.5,0.122,-1.7,2.8,1.1,1.4,1.07201550388,2.78480620155,24.1162790698,19.0697674419,0.325581395349,0.0852713178295,0.705426356589,1.31782945736,1.31884057971,ATL,1
216,Vince Carter/2014-15,Vince Carter,2014-15,38,NBA,66,16.5,6-6,1,1091,4.5,13.4,2.2,5.7,2.3,7.7,1.5,1.9,0.9,3.5,4.4,2.6,1.4,0.5,1.4,3.4,12.7,0.333,0.379,0.297,0.417,0.789,0.445,9.6,0.571,0.14,2.8,11.1,7.0,11.1,2.1,1.1,9.1,19.9,94,103,-0.5,1.4,1.0,0.043,-1.1,-0.3,-1.4,0.2,1.074,3.85225,25.2,17.625,0.2875,0.075,0.6375,1.2375,1.10869565217,MEM,10
217,Devin Harris/2016-17,Devin Harris,2016-17,33,NBA,65,16.7,6-3,0,1087,4.5,11.3,2.6,5.4,1.9,5.9,3.5,4.3,0.4,3.8,4.2,4.5,1.4,0.2,1.9,3.3,14.5,0.399,0.476,0.328,0.484,0.829,0.549,13.8,0.519,0.378,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,108,109,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,1.07742424242,3.91651515152,27.6212121212,19.7272727273,0.181818181818,0.257575757576,0.560606060606,0.878787878788,1.15625,DAL,10
218,Tarik Black/2014-15,Tarik Black,2014-15,23,NBA,63,19.0,6-9,39,1196,4.7,8.2,4.7,8.2,0.0,0.0,2.0,3.6,4.3,6.8,11.1,1.3,0.6,0.7,1.4,4.8,11.4,0.575,0.577,0.0,0.575,0.551,0.583,14.7,0.004,0.432,12.8,21.4,17.0,5.6,0.8,1.6,12.9,13.8,118,108,2.2,0.9,3.1,0.124,-1.0,-0.6,-1.6,0.1,1.07815789474,3.41065789474,22.0789473684,16.9605263158,0.0526315789474,0.0657894736842,1.78947368421,3.23684210526,2.34482758621,TOT,9
219,Ty Lawson/2015-16,Ty Lawson,2015-16,28,NBA,66,21.4,5-11,13,1411,3.5,9.0,2.6,6.3,0.9,2.8,1.5,2.2,0.7,2.4,3.1,6.0,1.4,0.2,2.4,2.2,9.5,0.393,0.419,0.333,0.444,0.686,0.476,9.7,0.305,0.243,2.0,7.4,4.7,24.6,1.9,0.4,19.5,14.9,100,111,0.2,0.7,0.9,0.031,-2.7,-2.0,-4.6,-0.9,1.07887755102,3.20102040816,30.8265306122,24.2653061224,0.602040816327,0.265306122449,0.479591836735,0.714285714286,1.09302325581,TOT,2
220,Nene Hilario/2015-16,Nene Hilario,2015-16,33,NBA,57,19.2,6-11,11,1094,6.9,12.6,6.9,12.5,0.0,0.1,3.5,6.1,1.7,6.8,8.5,3.2,1.8,0.9,2.5,5.1,17.3,0.544,0.549,0.0,0.544,0.578,0.564,16.8,0.008,0.482,5.2,21.6,13.2,14.1,2.4,1.9,14.0,21.6,106,103,1.1,1.6,2.7,0.12,-1.6,1.8,0.2,0.6,1.08044776119,3.38820895522,27.5970149254,18.7611940299,0.134328358209,0.194029850746,1.82089552239,3.5223880597,2.34615384615,WAS,4
221,Channing Frye/2016-17,Channing Frye,2016-17,33,NBA,74,18.9,6-11,15,1398,6.1,13.4,2.6,4.8,3.5,8.6,1.6,1.9,1.0,6.5,7.5,1.2,0.8,1.0,1.4,3.6,17.4,0.458,0.546,0.409,0.589,0.851,0.612,15.6,0.644,0.142,3.0,19.3,11.4,4.9,1.2,2.1,8.8,19.3,115,109,2.3,1.4,3.7,0.125,0.8,-1.5,-0.6,0.5,1.08311827957,3.66688172043,29.5591397849,21.5483870968,0.376344086022,0.10752688172,2.21505376344,4.27956989247,2.51219512195,CLE,1
222,Ian Mahinmi/2014-15,Ian Mahinmi,2014-15,28,NBA,61,18.8,6-11,6,1146,3.7,6.7,3.7,6.7,0.0,0.0,1.0,3.2,3.3,7.9,11.2,1.0,0.9,1.4,1.9,5.4,8.3,0.552,0.552,,0.552,0.304,0.516,10.8,0.0,0.481,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,98,100,0.1,2.0,2.1,0.09,-3.8,2.6,-1.2,0.2,1.08478873239,3.45915492958,21.6478873239,16.985915493,0.352112676056,0.0281690140845,2.11267605634,4.66197183099,2.45901639344,IND,4
223,Mike Scott/2014-15,Mike Scott,2014-15,26,NBA,68,16.5,6-8,0,1123,6.4,14.5,4.3,8.4,2.1,6.2,2.0,2.5,1.4,4.9,6.4,2.4,0.8,0.1,1.3,2.7,17.0,0.444,0.517,0.344,0.517,0.792,0.543,15.1,0.424,0.17,4.7,15.2,10.1,10.9,1.1,0.2,7.4,21.4,108,106,1.6,1.1,2.7,0.115,0.6,-2.1,-1.6,0.1,1.08576470588,4.02376470588,25.4705882353,17.8823529412,0.341176470588,0.0588235294118,0.823529411765,1.6,1.16666666667,ATL,1
224,Ramon Sessions/2016-17,Ramon Sessions,2016-17,30,NBA,50,16.2,6-3,1,811,4.4,11.7,3.5,8.9,0.9,2.8,4.0,5.2,0.5,2.8,3.2,5.7,1.2,0.1,2.0,1.9,13.8,0.38,0.393,0.339,0.42,0.771,0.495,12.3,0.236,0.449,1.5,8.5,4.9,24.2,1.6,0.3,12.7,20.1,103,111,0.3,0.6,0.9,0.054,-2.4,-2.3,-4.8,-0.6,1.08816326531,4.0506122449,33.8163265306,25.1224489796,0.714285714286,0.224489795918,0.326530612245,0.69387755102,0.64,CHO,2
