Player,Season_x,Age_x,Tm_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd
Dewayne Dedmon,2015-16,26,ORL,NBA,58,12.2,7-0,20,705,5.1,9,5.1,9,0,0,2.9,3.9,3.4,8.2,11.6,0.7,1.1,2.3,1.6,5.6,13,0.559,0.559,,0.559,0.75,0.606,17,0,0.429,10.4,25.7,17.9,2.7,1.6,5.4,13.2,15.2,117,102,1.2,1.1,2.4,0.162,-2.6,1.3,-1.3,0.1,0.620740740741,3.01271604938,11.5925925926,8.54320987654,0.0493827160494,0,1.24691358025,2.62962962963,2.10416666667
Kyle O'Quinn,2015-16,25,NYK,NBA,65,11.8,6-10,1,764,6.1,12.8,5.8,11.7,0.2,1,2.2,2.8,3.6,8.2,11.8,3.4,0.9,2.3,2.9,5,14.6,0.476,0.498,0.227,0.485,0.767,0.52,17.5,0.081,0.221,11,24.5,17.9,15.9,1.3,4.9,17,21.2,102,102,0.5,1.2,1.6,0.103,-1.8,2.5,0.7,0.5,0.630375,3.259125,22.1625,17.2625,0.1625,0.1,1.425,2.975,2.07272727273
Richaun Holmes,2015-16,22,PHI,NBA,51,13.8,6-10,1,702,5.8,11.4,5.4,9.1,0.4,2.3,2.6,3.8,3.2,3.7,6.9,1.7,1,2.1,1.6,4.7,14.7,0.514,0.596,0.182,0.532,0.689,0.564,15.9,0.198,0.333,9.3,11.7,10.5,8,1.3,4.3,11.2,17.9,111,109,1,0.5,1.5,0.103,-1,0,-0.9,0.2,0.635679012346,2.72061728395,14.5061728395,10.5061728395,0.037037037037,0.0123456790123,1.02469135802,2.20987654321,1.62745098039
Andrew Nicholson,2015-16,26,ORL,NBA,56,14.7,6-9,0,823,6.4,13.6,4.6,8.6,1.8,5,2.2,2.8,1.5,7.3,8.8,1.1,0.4,1,1.8,3,16.8,0.471,0.536,0.36,0.537,0.785,0.567,14.8,0.368,0.21,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,106,107,0.8,0.8,1.6,0.092,-1.7,-2,-3.7,-0.4,0.667469879518,2.67108433735,14.6746987952,9.74698795181,0.0843373493976,0.0120481927711,1.07228915663,1.93975903614,2.11904761905
Justin Anderson,2015-16,22,DAL,NBA,55,11.8,6-6,9,647,4,9.7,2.7,5.1,1.2,4.6,2.4,3.1,1,6.3,7.3,1.6,1.1,1.4,1.3,2.5,11.6,0.406,0.533,0.265,0.469,0.8,0.522,12.3,0.474,0.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,103,104,0.3,0.8,1.1,0.083,-2.5,1.3,-1.2,0.1,0.680512820513,3.36717948718,14.5769230769,10.6538461538,0.102564102564,0.0769230769231,0.358974358974,0.653846153846,0.903225806452
Anthony Morrow,2015-16,30,OKC,NBA,68,13.6,6-5,6,926,5.3,12.9,2.2,5,3.1,7.9,1.1,1.5,0.4,2,2.4,0.9,0.9,0.2,0.7,2.5,14.8,0.408,0.442,0.387,0.527,0.744,0.543,10.7,0.613,0.117,1.2,5.8,3.6,3.7,1.2,0.4,4.6,16.9,114,110,1.4,0.5,1.9,0.097,0.5,-3.2,-2.7,-0.2,0.69612244898,3.29285714286,9,4.84693877551,0.0408163265306,0.030612244898,0.357142857143,0.673469387755,0.813953488372
Paul Pierce,2015-16,38,LAC,NBA,68,18.1,6-7,38,1231,4.2,11.6,2,4.5,2.2,7.1,1.6,1.9,0.4,5.1,5.4,2.1,1,0.5,1.7,3.8,12.2,0.363,0.445,0.31,0.457,0.818,0.489,8.2,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12,17.8,93,105,-0.6,1.4,0.9,0.033,-2.5,-0.3,-2.8,-0.3,0.698608695652,2.37904347826,16.9739130435,11.9130434783,0.147826086957,0.0608695652174,0.695652173913,1.40869565217,1.33333333333
Steve Blake,2015-16,35,DET,NBA,58,17,6-3,2,986,3.4,8.8,1.5,3.2,1.9,5.5,0.6,0.7,0.3,2.9,3.2,7.3,0.9,0.2,3,2.6,9.3,0.388,0.461,0.344,0.496,0.8,0.51,9.8,0.629,0.083,1,9.2,4.9,29.5,1.2,0.4,24.6,14.6,101,108,0.3,0.8,1.1,0.053,-1.8,-1.8,-3.5,-0.4,0.703333333333,2.52472222222,24.6203703704,19.8148148148,0.5,0.277777777778,0.351851851852,0.583333333333,1.02702702703
David Lee,2015-16,32,TOT,NBA,55,16.4,6-9,5,903,7.1,13.4,7.1,13.3,0,0,2.8,3.7,4,8.1,12.2,3.3,0.9,1.1,2.6,4.5,17,0.531,0.533,0,0.531,0.763,0.568,19.6,0.003,0.278,12,24.6,18.3,15.5,1.2,2.5,14.9,21.5,111,103,1.7,1.4,3,0.161,-0.3,1.7,1.4,0.8,0.712247191011,2.60685393258,20.8314606742,15.2247191011,0.179775280899,0.0786516853933,1.24719101124,2.22471910112,2.3125
Pablo Prigioni,2015-16,38,LAC,NBA,59,13.9,6-3,3,823,2.4,6.4,1.2,2.3,1.2,4.2,0.3,0.3,1.7,3.3,5,5.7,2.3,0,2.1,3.6,6.3,0.374,0.519,0.295,0.469,0.875,0.482,10.2,0.646,0.054,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11,103,104,0.3,1.1,1.5,0.087,-1.1,1.5,0.4,0.5,0.719666666667,3.21711111111,21.2,17.9111111111,0.366666666667,0.1,0.411111111111,0.622222222222,1.08823529412
Alexis Ajinca,2015-16,27,NOP,NBA,59,14.6,7-2,17,861,6.3,13.2,6.3,13.1,0,0,2.2,2.6,3.1,8.1,11.2,1.3,0.8,1.5,2.3,5.6,14.7,0.476,0.478,0,0.476,0.839,0.514,13.8,0.003,0.197,9.3,25.9,17.3,5.8,1.1,3.4,13.6,20.4,100,107,0.2,0.9,1,0.058,-4.3,-0.2,-4.5,-0.5,0.72175,3.01425,18.975,13.55,0.1375,0.025,1.1375,2.275,1.75
James Johnson,2015-16,28,TOR,NBA,57,16.2,6-9,32,926,4.4,9.3,3.7,6.8,0.8,2.6,1.5,2.6,1.1,3.8,4.9,2.6,1.1,1.3,2.1,3.3,11.2,0.475,0.54,0.303,0.517,0.574,0.532,11.4,0.275,0.283,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,101,106,0.3,1,1.3,0.068,-1.7,1,-0.6,0.3,0.737741935484,2.90139784946,12.7204301075,8.56989247312,0.118279569892,0.0860215053763,0.52688172043,1.06451612903,1.02083333333
Tim Frazier,2015-16,25,TOT,NBA,51,14.5,6-1,2,741,4.7,11.1,3.9,8.8,0.8,2.3,2.6,3.6,1.3,4.1,5.3,7.9,1.6,0.1,3.2,3.5,12.7,0.419,0.442,0.333,0.454,0.716,0.499,13.9,0.21,0.323,3.8,12.8,8.2,33.3,2.2,0.2,19.9,19.4,103,109,0.4,0.5,1,0.062,-0.7,-0.7,-1.3,0.1,0.742957746479,2.99098591549,25.5492957746,19.4647887324,0.450704225352,0.267605633803,0.30985915493,0.549295774648,1.22222222222
Johnny O'Bryant,2015-16,22,MIL,NBA,66,13,6-9,4,857,3.6,8.8,3.6,8.7,0,0,1.1,1.7,2.7,4.7,7.4,1.3,0.8,0.3,1.3,4.2,8.4,0.411,0.409,1,0.414,0.675,0.441,7.4,0.005,0.191,8.7,14.7,11.7,5.4,1.1,0.8,12,13.5,96,111,-0.2,0.4,0.3,0.014,-4.3,-1.7,-6,-0.9,0.75012195122,3.42024390244,15.9146341463,12.4390243902,0.0731707317073,0.0609756097561,0.792682926829,1.51219512195,1.44444444444
Miles Plumlee,2015-16,27,MIL,NBA,61,14.3,6-11,14,870,5.8,9.6,5.8,9.6,0,0,1.4,2.4,3.9,5.7,9.6,0.7,0.9,2.1,1.7,3,13,0.601,0.601,,0.601,0.576,0.606,17.4,0,0.253,12.5,18,15.2,2.9,1.2,4.9,13.4,15.5,115,107,1.4,0.8,2.2,0.124,-1.4,-0.4,-1.8,0,0.757469879518,3.16698795181,14.2048192771,10.1807228916,0.132530120482,0.0120481927711,1.68674698795,3.27710843373,2.54545454545
Omer Asik,2015-16,29,NOP,NBA,68,17.3,7-0,64,1178,3.2,6,3.2,6,0,0,1.9,3.4,3.7,9,12.7,0.8,0.6,0.7,1.8,3.8,8.2,0.533,0.533,,0.533,0.545,0.551,11,0,0.574,10.9,28.7,19.5,3.1,0.9,1.6,19.7,11.4,106,108,0.7,1,1.7,0.07,-4,-0.2,-4.2,-0.7,0.758932038835,2.63631067961,18.6601941748,15.3883495146,0.0970873786408,0.0194174757282,1.53398058252,2.93203883495,2.50793650794
Marcelo Huertas,2015-16,32,LAL,NBA,53,16.4,6-3,0,869,4,9.5,3.4,7,0.7,2.5,1.1,1.2,0.7,3,3.7,7.5,1.1,0.3,3.3,3.1,9.8,0.422,0.479,0.262,0.457,0.931,0.488,10.4,0.265,0.126,2.2,9.2,5.6,33.9,1.5,0.6,24.8,16.3,95,114,-0.2,0.1,-0.1,-0.006,-3.1,-2.9,-6,-0.9,0.771463414634,2.81963414634,23.3170731707,18.6463414634,0.292682926829,0.243902439024,0.30487804878,0.536585365854,1.04166666667
Chris Johnson,2015-16,25,UTA,NBA,70,12.2,6-6,2,857,3,8.1,1.9,4,1.1,4.2,1.4,1.8,1.1,4.4,5.5,1.9,1.3,0.8,1.7,4.2,8.6,0.371,0.474,0.273,0.441,0.81,0.482,8.2,0.51,0.216,3.7,14.3,9,8,2,2,15.8,13.6,96,104,-0.1,1.2,1.1,0.059,-2.7,1.3,-1.4,0.1,0.771585365854,3.70792682927,12.4512195122,9.07317073171,0.121951219512,0.0487804878049,0.40243902439,0.829268292683,0.942857142857
Mario Chalmers,2015-16,29,TOT,NBA,61,22.5,6-2,7,1373,4.8,11.6,3.6,7.7,1.2,3.9,5.7,6.9,0.6,3.5,4.1,6,2.3,0.3,2.9,4.7,16.5,0.41,0.461,0.309,0.462,0.832,0.561,17.3,0.336,0.59,1.9,11.5,6.5,26.6,3.3,0.9,16.4,21.9,110,106,2.3,1.5,3.8,0.132,1.8,-0.3,1.5,1.2,0.777647058824,2.07789915966,28,20.9915966387,0.436974789916,0.176470588235,0.336134453782,0.53781512605,1.05263157895
Justin Holiday,2015-16,26,TOT,NBA,53,14.6,6-6,5,773,4.1,10.6,2.4,5.7,1.7,4.9,1.3,1.7,0.6,3.6,4.2,2.6,1.5,0.9,1.8,2.8,11.1,0.386,0.423,0.343,0.465,0.73,0.489,9.4,0.461,0.162,1.7,10.5,6.2,10.7,2.1,1.8,13.8,16.2,94,105,-0.3,0.9,0.6,0.04,-2.7,0.3,-2.5,-0.1,0.77985915493,3.13633802817,12.7183098592,8.29577464789,0.211267605634,0.140845070423,0.549295774648,1.22535211268,1.18181818182
Thomas Robinson,2015-16,24,BRK,NBA,71,12.9,6-10,7,917,5.1,11.4,5.1,11.4,0,0,1.8,4.3,5.3,8.8,14.1,1.8,1.5,1.4,2.7,4.4,12.1,0.447,0.448,0,0.447,0.431,0.453,14.5,0.003,0.375,16.4,27.8,22,7.7,2.1,3.2,16.9,19.8,94,105,-0.5,1.1,0.6,0.033,-3.8,0.9,-2.9,-0.2,0.785731707317,3.65914634146,20.5243902439,15.0731707317,0.109756097561,0.0243902439024,1.5,3.06097560976,2.01639344262
Nick Young,2015-16,30,LAL,NBA,54,19.1,6-7,2,1033,4.4,13,1.7,4.7,2.7,8.3,2.2,2.6,0.5,2.9,3.4,1.2,0.8,0.2,1,1.7,13.7,0.339,0.363,0.325,0.442,0.829,0.483,9.1,0.637,0.204,1.4,9,5.1,5.4,1.1,0.5,6.9,18.5,98,115,0.1,0,0.1,0.003,-1.4,-3.5,-4.8,-0.7,0.7925,2.46380952381,14.0952380952,8.5119047619,0.130952380952,0.0595238095238,0.5,0.845238095238,1.07692307692
Kyle Singler,2015-16,27,OKC,NBA,68,14.4,6-8,2,977,3.2,8.1,2.1,4.6,1.1,3.6,1.1,1.6,1.8,3.4,5.2,0.9,1.1,0.3,1.2,4.4,8.5,0.389,0.452,0.309,0.457,0.659,0.481,6.6,0.439,0.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,102,108,0.3,0.8,1.1,0.054,-1.7,-0.8,-2.5,-0.1,0.793333333333,3.41260416667,10.0520833333,6.71875,0.09375,0.03125,0.729166666667,1.23958333333,1.34615384615
Spencer Hawes,2015-16,27,CHO,NBA,57,18.2,7-1,6,1035,4.3,10.6,3,7.1,1.3,3.5,1.9,2.3,1.8,6.7,8.5,3.8,0.8,0.9,2,3.9,11.8,0.405,0.422,0.373,0.467,0.831,0.508,12.4,0.333,0.212,5.3,20.6,12.9,16.3,1.1,2.1,14.8,17.1,103,104,0.6,1.4,1.9,0.09,-1.9,1.3,-0.6,0.4,0.796630434783,2.74489130435,18.2934782609,13.5217391304,0.217391304348,0.108695652174,1.34782608696,2.6847826087,2.2962962963
Solomon Hill,2015-16,24,IND,NBA,59,14.7,6-7,3,866,3.9,8.6,2.9,5.6,1,3.1,1.5,1.7,1.6,5.3,6.9,2.4,1.5,0.5,1.4,2.8,10.2,0.447,0.515,0.324,0.505,0.857,0.543,12.2,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1,12.7,13.2,110,103,0.8,1.3,2.1,0.117,-1.3,1.3,0,0.4,0.799777777778,2.88577777778,17.3555555556,13.3666666667,0.2,0.144444444444,0.544444444444,1.06666666667,1.19512195122
Vince Carter,2015-16,39,MEM,NBA,60,16.8,6-6,3,1005,4.8,12.3,2.7,6.2,2.1,6.1,2.5,3,1.1,4.1,5.2,2,1.4,0.6,1.3,3.6,14.1,0.388,0.425,0.349,0.474,0.833,0.52,12.7,0.493,0.245,3.4,13.6,8.3,8.9,1.9,1.5,8.4,18.5,107,108,1,0.8,1.8,0.084,-0.1,-1.2,-1.2,0.2,0.800549450549,2.81835164835,19.2967032967,13.6593406593,0.186813186813,0.120879120879,0.516483516484,0.934065934066,1
John Henson,2015-16,25,MIL,NBA,57,16.8,6-11,1,960,6.1,10.9,6.1,10.9,0,0,2.6,4.4,3.3,5,8.3,2,0.7,4.1,2.4,4.9,14.9,0.564,0.566,0,0.564,0.59,0.58,18.6,0.003,0.402,10.4,15.8,13.2,9,1,9.7,15.7,19.1,108,105,1.2,1.1,2.3,0.117,-1.5,3.1,1.6,0.9,0.811,2.896875,16.5125,10.9,0.2,0.0875,1.6,3.7375,2.28571428571
Sasha Vujacic,2015-16,31,NYK,NBA,61,14.9,6-7,25,908,4.2,11,2.1,5.3,2.1,5.7,1.3,1.5,1,4.9,5.9,3.3,1.3,0.2,1.7,3.3,11.7,0.383,0.403,0.364,0.477,0.821,0.503,11.1,0.516,0.141,3.2,14.6,9,14.3,1.9,0.4,13,16.8,101,107,0.3,0.8,1.1,0.06,-0.8,-0.7,-1.5,0.1,0.815243902439,3.29585365854,21.4512195122,16.6097560976,0.40243902439,0.0975609756098,0.524390243902,0.878048780488,1.22857142857
Brandon Rush,2015-16,30,GSW,NBA,72,14.7,6-6,25,1055,3.8,8.9,1.6,3.5,2.2,5.4,0.6,1,0.7,5.5,6.2,1.9,0.7,0.8,1.1,1.9,10.4,0.427,0.447,0.414,0.552,0.643,0.56,10.1,0.604,0.108,2.3,15.4,9.2,7,0.9,1.6,10.8,12.5,108,106,0.8,1.2,2,0.09,-1.2,-0.2,-1.3,0.2,0.822857142857,3.60171428571,14.4857142857,10.980952381,0.361904761905,0.0380952380952,0.561904761905,1.12380952381,1.07272727273
Chase Budinger,2015-16,27,TOT,NBA,66,14.1,6-7,2,929,4,9.3,3.1,5.9,0.9,3.3,1.5,2.2,1.7,4.1,5.8,2.5,1.2,0.4,1.7,2.4,10.5,0.435,0.523,0.279,0.485,0.696,0.514,10.7,0.36,0.234,5,12.6,8.8,10.2,1.7,0.9,14.3,14.5,102,106,0.4,1,1.4,0.073,-2,0.3,-1.7,0.1,0.824756097561,3.50743902439,14.4390243902,10.0365853659,0.243902439024,0.146341463415,0.439024390244,0.80487804878,0.857142857143
Markel Brown,2015-16,24,BRK,NBA,62,15.8,6-3,6,982,4.7,11.8,3.3,7.4,1.4,4.4,2.6,3.4,0.8,3.6,4.5,3.3,1.4,0.5,2,3.4,13.3,0.394,0.443,0.314,0.453,0.755,0.5,11.3,0.376,0.292,2.6,11.5,7,13.9,2,1.2,12.9,18.9,99,111,0.2,0.4,0.6,0.031,-1.4,-1.3,-2.6,-0.2,0.83987804878,3.12402439024,17.3902439024,11.5365853659,0.243902439024,0.0975609756098,0.59756097561,1.01219512195,1.36111111111
Kevin Martin,2015-16,32,TOT,NBA,55,19.9,6-7,13,1095,5.1,13.8,3.5,9.3,1.6,4.5,5,5.7,0.5,3.2,3.6,1.9,0.9,0.1,1.8,2.7,16.9,0.372,0.378,0.36,0.431,0.89,0.52,11.5,0.325,0.411,1.5,10,5.8,8.2,1.2,0.2,9.8,22.6,103,111,0.7,0.5,1.2,0.054,-1.4,-3.1,-4.5,-0.7,0.852555555556,2.66144444444,17,10.1888888889,0.266666666667,0.0222222222222,0.366666666667,0.5,1.06451612903
Brandon Bass,2015-16,30,LAL,NBA,66,20.3,6-8,0,1342,4.7,8.5,4.7,8.5,0,0.1,3.4,4,2.8,4.9,7.6,2,0.9,1.5,1.1,3.4,12.7,0.549,0.552,0,0.549,0.845,0.619,17.4,0.006,0.467,8.1,15,11.4,9.2,1.2,3.2,9.9,13.9,127,111,3.4,0.7,4.1,0.146,0.1,0.7,0.8,1,0.872264150943,2.56547169811,16.3396226415,11.7169811321,0.122641509434,0.0660377358491,1.14150943396,2.15094339623,2.08620689655
Manu Ginobili,2015-16,38,SAS,NBA,58,19.6,6-6,0,1134,6.3,13.8,4,8.1,2.2,5.7,2.9,3.6,0.8,3.8,4.6,5.6,2.1,0.3,3.1,3.1,17.6,0.453,0.496,0.391,0.533,0.813,0.573,17.8,0.411,0.257,2.7,11.7,7.3,23.6,3,0.8,17,23.6,107,98,1.5,2.3,3.8,0.16,2.3,1.3,3.6,1.6,0.873962264151,2.69594339623,24.9245283019,17.5188679245,0.537735849057,0.22641509434,0.358490566038,0.698113207547,1
DJ Augustin,2015-16,28,TOT,NBA,62,19,6-0,0,1178,4.5,10.7,2.4,5.6,2.1,5.1,3.1,3.9,0.2,2.7,2.9,6.1,1.2,0.1,2.6,2.6,14.3,0.423,0.44,0.405,0.52,0.805,0.575,13.9,0.48,0.366,0.8,8,4.4,25.3,1.6,0.3,17.1,18,113,111,2,0.6,2.6,0.106,1,-2.7,-1.7,0.1,0.886,2.806,27.4666666667,20.4333333333,0.566666666667,0.244444444444,0.388888888889,0.533333333333,1.06060606061
Jason Terry,2015-16,38,HOU,NBA,72,17.5,6-2,7,1258,4.3,10.8,1.7,3.3,2.7,7.5,0.8,0.9,0.4,1.9,2.3,2.9,1.3,0.3,1.4,2.6,12.1,0.402,0.504,0.356,0.525,0.818,0.54,10.2,0.694,0.088,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15,108,112,1.1,0.4,1.5,0.057,-0.2,-2.6,-2.8,-0.3,0.886460176991,2.92079646018,19.5840707965,14.7168141593,0.203539823009,0.159292035398,0.300884955752,0.53982300885,0.918918918919
Leandro Barbosa,2015-16,33,GSW,NBA,68,15.9,6-3,0,1079,5.7,12.3,4.4,8.7,1.3,3.7,1.7,2.1,0.9,3,3.9,2.7,1.5,0.3,1.8,3.6,14.4,0.462,0.508,0.355,0.515,0.839,0.545,11.7,0.297,0.168,3,8.4,5.8,10.6,2,0.7,11.8,18.1,106,106,0.9,1.2,2.1,0.092,-1.2,-0.9,-2.1,0,0.890366972477,3.63256880734,18.3302752294,12.6972477064,0.467889908257,0.128440366972,0.238532110092,0.403669724771,0.896551724138
Timofey Mozgov,2015-16,29,CLE,NBA,76,17.4,7-1,48,1326,5.5,9.7,5.5,9.6,0,0.2,1.8,2.6,3,6.2,9.1,0.9,0.6,1.5,1.9,4.3,12.9,0.565,0.574,0.143,0.567,0.716,0.593,14.6,0.019,0.265,9.5,19.2,14.4,3.9,0.9,3.5,15,16.1,112,103,1.8,1.9,3.7,0.133,-2.2,1,-1.2,0.3,0.896696428571,3.39955357143,17.25,12.6160714286,0.0892857142857,0.0178571428571,1.65178571429,3.36607142857,2.3417721519
