player_year,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,AST%,STL%,BLK%,USG%,WS/48,dist,tchs,pass,dfgm,dfga,label
Phil Pressey/2014-15,2.9,6.5,1.0,3.9,2.0,2.9,0.8,4.0,7.0,1.8,0.4,28.0,2.5,0.8,17.3,0.06,0.516744186047,17.1046511628,13.5581395349,0.209302325581,0.337209302326,13
Joe Ingles/2015-16,1.2,2.3,2.3,6.1,0.4,0.5,0.6,3.8,2.8,1.6,0.1,12.1,2.3,0.3,13.5,0.089,1.03597560976,25.2926829268,20.0243902439,0.40243902439,0.756097560976,1
Justin Anderson/2015-16,2.7,5.1,1.2,4.6,2.4,3.1,1.0,6.3,1.6,1.1,1.4,6.8,1.5,3.2,15.8,0.083,0.680512820513,14.5769230769,10.6538461538,0.358974358974,0.653846153846,6
Steve Blake/2014-15,1.1,2.5,1.8,5.2,0.7,1.0,0.4,2.8,6.8,1.0,0.1,26.2,1.4,0.2,13.2,0.066,1.31795454545,38.6022727273,31.6136363636,0.454545454545,0.943181818182,9
Meyers Leonard/2014-15,3.3,5.7,2.0,4.8,1.3,1.4,2.0,8.7,1.4,0.4,0.6,5.8,0.6,1.2,15.8,0.158,0.744761904762,16.5833333333,12.2857142857,1.14285714286,2.64285714286,6
Travis Wear/2014-15,3.9,9.6,0.6,1.6,1.1,1.4,1.7,4.0,2.1,0.8,0.6,9.9,1.2,1.4,17.5,-0.02,0.591604938272,13.4691358025,10.0617283951,0.518518518519,1.12345679012,4
Shabazz Napier/2015-16,2.0,5.8,2.0,6.2,2.0,2.7,0.5,2.8,5.8,1.4,0.1,23.1,1.9,0.1,19.7,0.004,0.586315789474,18.0526315789,13.8421052632,0.197368421053,0.302631578947,13
Jason Terry/2016-17,0.8,1.9,1.9,4.5,0.6,0.8,0.4,2.4,2.6,1.2,0.5,9.9,1.7,1.3,9.8,0.075,1.19529411765,20.0,15.9882352941,0.635294117647,0.882352941176,1
Tyus Jones/2016-17,2.3,5.0,1.2,3.4,1.5,2.0,0.5,2.7,7.3,2.2,0.2,28.0,3.1,0.6,13.6,0.095,0.659156626506,18.313253012,14.7590361446,0.253012048193,0.289156626506,13
Andre Roberson/2014-15,2.0,3.2,0.6,2.4,0.6,1.3,1.7,5.5,2.0,1.5,0.8,7.4,2.1,1.8,9.0,0.079,1.20097560976,18.5365853659,14.5731707317,0.743902439024,1.46341463415,11
Joe Ingles/2014-15,1.6,3.3,1.5,4.3,0.6,0.9,0.5,3.3,3.9,1.5,0.2,16.8,2.3,0.5,12.9,0.062,1.43731707317,33.6463414634,26.9390243902,0.487804878049,0.878048780488,1
Chris Johnson/2015-16,1.9,4.0,1.1,4.2,1.4,1.8,1.1,4.4,1.9,1.3,0.8,8.0,2.0,2.0,13.6,0.059,0.771585365854,12.4512195122,9.07317073171,0.40243902439,0.829268292683,4
Jason Smith/2016-17,4.6,8.5,1.2,2.6,1.2,1.7,2.2,6.5,1.2,0.7,1.9,5.0,1.0,4.3,16.7,0.103,0.922526315789,22.5368421053,17.4526315789,1.37894736842,2.69473684211,0
Kris Humphries/2016-17,3.6,8.4,1.0,2.8,3.3,4.3,3.1,7.6,1.5,0.8,1.1,6.4,1.1,2.6,17.6,0.115,0.552413793103,16.9195402299,13.2528735632,0.965517241379,1.90804597701,6
Anthony Tolliver/2014-15,1.4,2.6,2.7,7.3,1.4,1.7,1.3,4.7,1.5,0.6,0.4,6.3,0.9,0.9,14.7,0.092,1.24658536585,28.1341463415,21.9390243902,1.41463414634,2.64634146341,11
Lavoy Allen/2016-17,3.2,6.9,0.0,0.0,1.0,1.4,4.3,4.8,2.4,0.7,1.0,9.1,1.0,2.4,10.9,0.093,0.779620253165,17.6202531646,14.4936708861,0.670886075949,1.50632911392,10
Dante Exum/2014-15,1.2,3.0,1.6,5.2,0.4,0.6,0.5,2.1,3.9,0.8,0.3,16.6,1.2,0.6,13.8,-0.003,1.57707317073,45.1707317073,36.8170731707,0.512195121951,0.80487804878,12
Jakob Poeltl/2016-17,3.9,6.6,0.0,0.0,1.8,3.3,4.5,5.0,0.7,1.0,1.2,2.7,1.4,2.8,12.1,0.125,0.534285714286,8.61538461538,6.48351648352,1.0,1.97802197802,6
Meyers Leonard/2016-17,2.1,4.9,2.2,6.3,1.0,1.2,0.8,6.2,2.1,0.4,0.8,8.4,0.5,1.8,15.5,0.053,0.924470588235,24.6588235294,18.6,1.57647058824,3.08235294118,10
Lucas Nogueira/2016-17,3.3,4.8,0.1,0.4,1.5,2.2,2.7,5.3,1.4,1.7,3.0,5.4,2.4,7.2,9.5,0.164,0.833720930233,13.523255814,10.8953488372,1.75581395349,3.70930232558,2
Anthony Tolliver/2016-17,1.6,2.9,2.2,5.6,1.5,2.0,1.2,4.6,1.9,0.8,0.5,7.7,1.1,1.2,13.6,0.075,1.28538461538,26.9102564103,20.7692307692,1.38461538462,2.34615384615,11
Jonas Jerebko/2016-17,2.0,3.9,1.3,3.8,0.8,1.1,1.8,6.2,2.1,0.8,0.5,8.1,1.0,1.1,11.4,0.081,0.985670103093,25.3195876289,21.206185567,1.12371134021,2.01030927835,11
Patrick McCaw/2016-17,2.2,4.1,1.4,4.1,1.0,1.2,0.7,2.6,2.6,1.1,0.5,9.0,1.4,1.1,11.9,0.077,0.97,17.6263736264,13.2857142857,0.615384615385,0.956043956044,10
Derrick Williams/2016-17,3.5,6.6,1.3,4.3,2.6,4.0,0.9,5.0,1.3,0.6,0.3,5.1,0.9,0.7,17.2,0.064,0.625656565657,13.6868686869,9.91919191919,0.505050505051,0.808080808081,6
Tyler Zeller/2016-17,5.3,10.8,0.0,0.1,1.5,2.7,2.9,5.6,2.9,0.5,1.4,12.2,0.7,3.3,16.5,0.094,0.4725,10.7954545455,7.86363636364,0.772727272727,1.47727272727,5
Shabazz Napier/2014-15,1.6,3.9,1.5,4.2,1.6,2.0,0.6,3.4,4.6,1.4,0.1,19.9,2.1,0.3,15.5,0.024,1.01652173913,33.2608695652,26.8695652174,0.463768115942,0.68115942029,1
Salah Mejri/2016-17,3.5,5.3,0.0,0.1,1.4,2.4,3.9,8.4,0.6,1.3,2.4,2.4,1.8,6.1,10.6,0.159,0.762839506173,14.6172839506,11.7283950617,1.87654320988,3.59259259259,6
Channing Frye/2015-16,1.8,3.4,2.7,7.0,0.9,1.0,1.0,6.0,2.1,0.9,0.8,8.7,1.2,1.9,15.1,0.119,0.926274509804,24.6470588235,19.3333333333,1.22549019608,2.42156862745,10
Nemanja Bjelica/2015-16,2.1,3.7,1.6,4.2,1.3,1.8,1.6,5.4,2.8,0.9,0.7,11.4,1.2,1.6,12.8,0.087,0.959102564103,28.1923076923,23.7051282051,1.48717948718,2.51282051282,11
Juan Hernangomez/2016-17,2.4,4.7,2.0,4.8,2.4,3.2,1.8,6.2,1.2,1.2,0.5,4.7,1.7,1.1,14.6,0.103,0.763086419753,13.5308641975,9.59259259259,0.765432098765,1.30864197531,6
Shawne Williams/2014-15,1.9,4.0,2.1,5.9,1.2,1.3,1.2,4.3,1.5,0.8,0.7,6.5,1.2,1.6,14.9,0.084,1.01613333333,24.0666666667,18.92,1.28,2.56,10
Mike Dunleavy/2016-17,1.7,3.7,2.3,5.7,1.5,1.9,0.8,4.2,2.1,0.6,0.3,8.6,0.9,0.7,14.0,0.086,0.915915492958,15.7887323944,11.2112676056,0.56338028169,1.16901408451,4
Trey Burke/2016-17,4.4,9.5,1.6,3.6,1.1,1.5,0.4,2.0,5.1,0.6,0.3,20.7,0.8,0.6,19.6,0.036,0.555106382979,16.2127659574,12.1063829787,0.297872340426,0.521276595745,13
Pero Antic/2014-15,1.9,4.3,1.8,6.0,3.1,4.3,2.0,4.5,1.7,0.6,0.5,6.9,0.9,1.1,17.6,0.07,0.881397849462,20.2365591398,15.0430107527,1.45161290323,2.88172043011,2
Joey Dorsey/2014-15,3.4,6.1,0.0,0.0,1.0,3.5,4.3,7.4,1.1,1.7,1.1,4.4,2.3,2.3,11.3,0.108,0.598787878788,11.696969697,9.19191919192,1.36363636364,2.50505050505,6
Solomon Hill/2015-16,2.9,5.6,1.0,3.1,1.5,1.7,1.6,5.3,2.4,1.5,0.5,9.6,2.1,1.0,13.2,0.117,0.799777777778,17.3555555556,13.3666666667,0.544444444444,1.06666666667,4
Alonzo Gee/2014-15,4.0,8.2,0.7,1.9,2.9,4.2,2.0,3.1,1.4,1.9,0.4,5.8,2.7,0.8,16.7,0.086,0.562441860465,8.63953488372,5.56976744186,0.209302325581,0.418604651163,5
Tyler Ennis/2016-17,3.9,8.4,1.7,4.3,1.3,1.5,0.6,2.2,5.3,1.6,0.1,21.7,2.1,0.3,19.1,0.033,0.510375,15.55,11.95,0.2125,0.3375,13
Thabo Sefolosha/2015-16,3.0,5.1,0.9,2.5,1.3,2.0,1.1,5.8,2.2,1.7,0.8,8.8,2.4,1.7,12.3,0.122,1.07201550388,24.1162790698,19.0697674419,0.705426356589,1.31782945736,11
CJ Watson/2016-17,2.3,5.1,1.1,3.7,2.0,2.3,0.6,2.6,4.1,1.5,0.1,16.1,2.1,0.2,14.1,0.041,0.918205128205,20.6923076923,15.9743589744,0.397435897436,0.576923076923,7
Jared Dudley/2014-15,2.6,4.8,1.6,4.0,1.0,1.4,0.9,3.7,2.7,1.5,0.2,11.5,2.1,0.5,13.5,0.116,1.39011363636,34.5113636364,27.4431818182,1.65909090909,3.29545454545,12
Jared Dudley/2015-16,2.3,4.3,1.7,4.1,1.2,1.7,0.9,4.0,2.9,1.3,0.3,11.4,1.7,0.7,12.7,0.105,1.83256097561,45.9512195122,37.512195122,2.31707317073,4.24390243902,12
Johnny O'Bryant/2015-16,3.6,8.7,0.0,0.0,1.1,1.7,2.7,4.7,1.3,0.8,0.3,5.4,1.1,0.8,13.5,0.014,0.75012195122,15.9146341463,12.4390243902,0.792682926829,1.51219512195,2
Alex Abrines/2016-17,1.4,3.2,3.2,8.4,1.5,1.7,0.6,2.3,1.4,1.3,0.3,5.5,1.7,0.6,15.9,0.095,0.96256097561,16.0365853659,10.743902439,0.658536585366,1.13414634146,4
Justin Holiday/2015-16,2.4,5.7,1.7,4.9,1.3,1.7,0.6,3.6,2.6,1.5,0.9,10.7,2.1,1.8,16.2,0.04,0.77985915493,12.7183098592,8.29577464789,0.549295774648,1.22535211268,4
Anthony Morrow/2015-16,2.2,5.0,3.1,7.9,1.1,1.5,0.4,2.0,0.9,0.9,0.2,3.7,1.2,0.4,16.9,0.097,0.69612244898,9.0,4.84693877551,0.357142857143,0.673469387755,5
Gary Harris/2014-15,2.3,5.7,1.1,5.2,1.8,2.4,1.1,2.2,1.5,2.0,0.4,5.9,2.7,0.8,16.6,-0.046,0.726388888889,9.95833333333,5.73611111111,0.527777777778,0.902777777778,5
Shelvin Mack/2014-15,3.3,7.1,1.7,5.5,1.1,1.3,0.3,3.1,6.7,1.3,0.1,28.6,1.8,0.2,19.5,0.075,0.770333333333,23.3888888889,18.0111111111,0.3,0.5,13
James Ennis/2014-15,2.4,5.2,1.1,3.3,2.7,3.2,1.7,4.3,1.6,0.9,0.6,7.2,1.3,1.4,14.6,0.088,0.949135802469,14.3209876543,9.81481481481,0.641975308642,1.20987654321,4
Patrick Patterson/2016-17,1.4,2.9,2.1,5.7,1.0,1.4,1.4,5.2,1.7,0.9,0.5,6.6,1.3,1.2,12.5,0.1,1.34896551724,30.0114942529,24.091954023,1.04597701149,2.27586206897,11
Sasha Vujacic/2015-16,2.1,5.3,2.1,5.7,1.3,1.5,1.0,4.9,3.3,1.3,0.2,14.3,1.9,0.4,16.8,0.06,0.815243902439,21.4512195122,16.6097560976,0.524390243902,0.878048780488,7
Ron Baker/2016-17,2.5,5.5,1.0,3.6,1.2,1.8,0.5,3.6,4.5,1.4,0.3,17.3,2.0,0.8,14.8,-0.008,0.832727272727,22.7662337662,18.2207792208,0.493506493506,1.02597402597,7
Luc Mbah a Moute/2015-16,2.3,4.7,0.4,1.1,0.8,1.6,1.7,3.1,0.8,1.2,0.5,3.3,1.7,1.2,9.4,0.059,1.07112359551,13.0786516854,9.68539325843,0.741573033708,1.49438202247,2
Spencer Hawes/2016-17,4.9,8.9,1.1,3.7,2.0,2.3,1.7,6.9,3.7,0.7,1.4,16.5,0.9,3.3,19.8,0.102,0.609534883721,15.8255813953,11.5581395349,0.906976744186,1.86046511628,4
Paul Pierce/2015-16,2.0,4.5,2.2,7.1,1.6,1.9,0.4,5.1,2.1,1.0,0.5,8.5,1.3,1.1,17.8,0.033,0.698608695652,16.9739130435,11.9130434783,0.695652173913,1.40869565217,4
Jason Smith/2015-16,7.3,14.8,0.1,0.5,1.6,2.0,1.6,5.1,1.9,1.0,2.0,8.6,1.4,4.6,22.1,0.072,0.931724137931,24.4482758621,17.6551724138,1.86206896552,3.54022988506,6
Kyle O'Quinn/2015-16,5.8,11.7,0.2,1.0,2.2,2.8,3.6,8.2,3.4,0.9,2.3,15.9,1.3,4.9,21.2,0.103,0.630375,22.1625,17.2625,1.425,2.975,4
Brandon Bass/2016-17,6.6,11.4,0.1,0.2,4.8,5.5,2.7,5.4,1.3,0.9,0.7,5.7,1.2,1.6,19.7,0.186,0.463522727273,10.3977272727,7.14772727273,0.420454545455,0.852272727273,5
Darrell Arthur/2014-15,4.7,10.0,0.9,4.0,1.7,2.1,1.9,4.3,2.1,1.7,0.9,9.3,2.4,2.1,20.0,0.042,0.884266666667,19.2933333333,12.92,1.24,2.46666666667,4
Kelly Oubre/2015-16,3.5,7.1,1.3,4.2,1.7,2.6,1.3,5.8,0.7,1.2,0.4,2.8,1.6,0.8,17.4,0.031,0.591463414634,9.82926829268,6.19512195122,0.463414634146,0.719512195122,5
Marcelo Huertas/2015-16,3.4,7.0,0.7,2.5,1.1,1.2,0.7,3.0,7.5,1.1,0.3,33.9,1.5,0.6,16.3,-0.006,0.771463414634,23.3170731707,18.6463414634,0.30487804878,0.536585365854,13
Jared Dudley/2016-17,2.1,3.8,2.0,5.4,1.1,1.7,0.8,5.1,3.2,1.1,0.4,12.5,1.5,0.9,13.7,0.065,1.19358974359,38.5256410256,32.0,1.20512820513,2.55128205128,12
Jason Terry/2015-16,1.7,3.3,2.7,7.5,0.8,0.9,0.4,1.9,2.9,1.3,0.3,12.4,1.8,0.6,15.0,0.057,0.886460176991,19.5840707965,14.7168141593,0.300884955752,0.53982300885,7
Cameron Payne/2015-16,4.0,8.6,1.9,5.7,1.0,1.2,0.5,3.9,5.6,1.9,0.3,22.5,2.6,0.7,20.3,0.093,0.592947368421,17.7052631579,13.1263157895,0.326315789474,0.547368421053,13
Drew Gooden/2014-15,3.6,9.0,1.0,2.5,1.4,1.8,3.0,6.3,2.0,0.9,0.4,8.6,1.2,0.8,17.0,0.094,0.857108433735,22.0843373494,16.6987951807,1.03614457831,1.86746987952,2
Ty Lawson/2015-16,2.6,6.3,0.9,2.8,1.5,2.2,0.7,2.4,6.0,1.4,0.2,24.6,1.9,0.4,14.9,0.031,1.07887755102,30.8265306122,24.2653061224,0.479591836735,0.714285714286,7
Jon Leuer/2014-15,5.0,10.7,0.3,1.3,1.6,2.6,2.2,6.9,2.0,0.7,0.4,8.8,1.1,0.9,18.6,0.078,0.665,15.8043478261,11.6630434783,0.934782608696,1.70652173913,6
Ryan Kelly/2014-15,1.7,5.1,1.3,3.9,2.3,2.8,0.4,3.9,2.7,0.9,0.7,10.9,1.2,1.6,14.0,0.027,1.00109756098,19.987804878,14.9512195122,0.80487804878,1.5487804878,10
Channing Frye/2014-15,1.1,2.7,2.6,6.7,0.6,0.7,0.5,5.1,1.8,0.9,0.8,7.4,1.3,1.7,14.1,0.053,1.46481481481,45.2222222222,37.4444444444,2.7037037037,5.20987654321,3
Dorian FinneySmith/2016-17,1.5,3.1,1.2,4.2,1.0,1.3,1.2,3.6,1.5,1.1,0.5,6.0,1.6,1.4,11.6,0.041,1.4143902439,23.6219512195,17.8292682927,1.37804878049,2.42682926829,11
Kyle Anderson/2016-17,2.8,6.0,0.5,1.4,1.6,2.0,1.2,6.2,3.2,1.8,0.9,12.4,2.5,2.1,12.1,0.127,0.882395833333,19.03125,14.7083333333,0.489583333333,1.09375,10
Ronnie Price/2015-16,1.4,3.2,2.0,5.8,0.9,1.2,0.7,2.2,4.4,2.2,0.4,17.9,3.0,0.9,13.7,0.056,1.24527777778,36.9166666667,30.1805555556,0.194444444444,0.402777777778,9
Mike Muscala/2016-17,3.6,6.6,1.3,3.2,1.4,1.9,2.2,4.8,2.8,0.9,1.2,11.9,1.2,2.8,14.8,0.132,1.17728395062,25.8395061728,19.8641975309,1.74074074074,3.38271604938,10
Iman Shumpert/2015-16,1.9,4.3,1.2,4.0,1.1,1.4,0.9,4.7,2.5,1.5,0.5,9.8,2.1,1.2,13.2,0.063,1.39085365854,22.2195121951,16.1707317073,0.451219512195,0.963414634146,10
Pascal Siakam/2016-17,4.3,8.3,0.0,0.3,0.9,1.3,2.7,5.1,0.7,1.1,1.9,2.9,1.5,4.5,13.1,0.089,0.80925,14.45,11.05,0.975,1.8,6
Randy Foye/2016-17,1.4,3.4,1.9,5.7,1.5,1.8,0.3,4.1,3.8,1.0,0.3,15.2,1.3,0.5,14.4,0.006,1.13802631579,27.3157894737,20.6184210526,0.75,1.17105263158,1
Dante Cunningham/2016-17,2.2,3.9,1.6,4.0,0.3,0.6,1.2,4.8,0.8,0.9,0.6,3.1,1.2,1.4,10.7,0.088,1.48888888889,22.2716049383,16.962962963,1.40740740741,2.28395061728,3
Rashad Vaughn/2015-16,1.4,4.3,1.5,5.3,0.4,0.5,0.4,2.8,1.4,1.0,0.6,5.5,1.5,1.4,13.5,-0.036,0.918101265823,11.3164556962,7.21518987342,0.455696202532,0.772151898734,4
Jason Maxiell/2014-15,3.3,7.9,0.0,0.0,1.7,2.9,3.5,4.8,0.8,0.7,1.8,3.4,1.1,4.0,13.1,0.074,0.723292682927,12.1463414634,8.89024390244,1.20731707317,2.36585365854,6
Chase Budinger/2015-16,3.1,5.9,0.9,3.3,1.5,2.2,1.7,4.1,2.5,1.2,0.4,10.2,1.7,0.9,14.5,0.073,0.824756097561,14.4390243902,10.0365853659,0.439024390244,0.80487804878,4
Dewayne Dedmon/2014-15,3.9,6.9,0.0,0.0,1.4,2.7,5.0,7.5,0.4,0.7,2.1,1.6,1.0,4.8,13.0,0.099,0.696125,11.1625,7.975,1.0375,2.3875,6
Jeff Withey/2015-16,4.8,8.8,0.0,0.1,2.4,3.2,3.1,6.4,1.1,1.1,2.9,5.0,1.7,6.8,15.1,0.171,0.598421052632,15.25,12.0394736842,1.14473684211,2.64473684211,6
Josh Smith/2015-16,3.5,8.4,1.7,5.9,1.5,2.7,2.1,5.8,3.7,1.4,1.9,15.9,1.9,4.3,22.9,0.0,0.565096153846,17.3269230769,12.0961538462,0.884615384615,1.94230769231,4
Nick Collison/2014-15,2.9,6.3,0.5,2.0,1.5,2.1,2.9,5.2,2.9,1.1,0.8,11.6,1.6,1.8,12.8,0.097,1.07013513514,28.7837837838,23.527027027,1.47297297297,2.87837837838,11
Marvin Williams/2014-15,2.0,4.1,1.7,4.7,1.1,1.5,1.0,5.8,1.8,1.2,0.6,7.8,1.8,1.4,13.3,0.102,1.6987804878,53.4146341463,45.8048780488,1.71951219512,3.31707317073,3
Nik Stauskas/2014-15,1.9,4.7,1.5,4.8,1.8,2.0,0.4,2.5,2.1,0.6,0.5,9.0,0.9,1.2,14.2,0.021,0.98,15.6341463415,10.6585365854,0.439024390244,0.878048780488,4
David West/2016-17,5.6,10.3,0.1,0.3,1.8,2.4,2.0,6.6,6.4,1.8,2.0,24.1,2.4,4.4,17.9,0.148,0.789759036145,25.2409638554,19.4819277108,1.69879518072,3.39759036145,7
Kris Humphries/2015-16,3.8,8.1,1.5,4.7,2.9,3.6,2.5,6.9,1.6,0.7,1.0,6.6,0.9,2.2,19.5,0.093,0.905571428571,25.4285714286,18.9571428571,1.57142857143,2.94285714286,2
Dewayne Dedmon/2015-16,5.1,9.0,0.0,0.0,2.9,3.9,3.4,8.2,0.7,1.1,2.3,2.7,1.6,5.4,15.2,0.162,0.620740740741,11.5925925926,8.54320987654,1.24691358025,2.62962962963,6
Spencer Hawes/2015-16,3.0,7.1,1.3,3.5,1.9,2.3,1.8,6.7,3.8,0.8,0.9,16.3,1.1,2.1,17.1,0.09,0.796630434783,18.2934782609,13.5217391304,1.34782608696,2.6847826087,4
Mario Hezonja/2016-17,2.8,7.0,1.6,5.4,1.5,1.9,0.7,4.7,2.3,1.1,0.5,9.6,1.5,1.2,18.8,-0.034,0.830487804878,15.7926829268,10.2195121951,0.536585365854,0.939024390244,4
Cory Jefferson/2014-15,4.9,10.3,0.1,1.0,2.1,3.7,3.2,6.6,1.1,0.7,1.4,4.8,1.0,3.2,18.1,0.071,0.516621621622,11.5675675676,8.52702702703,0.702702702703,1.47297297297,6
Kyle O'Quinn/2014-15,4.7,8.7,0.5,1.9,1.9,2.5,2.0,6.7,2.6,1.4,1.7,11.3,1.9,3.8,17.7,0.091,0.803582089552,23.8208955224,18.2686567164,1.55223880597,3.17910447761,2
Patty Mills/2015-16,3.0,6.3,2.7,6.9,1.0,1.3,0.6,2.8,4.9,1.3,0.1,20.1,1.8,0.3,19.7,0.139,1.15341269841,33.5793650794,26.1349206349,0.349206349206,0.547619047619,7
Alonzo Gee/2015-16,2.5,4.3,0.4,1.3,1.0,1.5,1.3,4.1,1.6,1.4,0.3,6.2,1.9,0.7,9.2,0.056,1.49304878049,19.3536585366,14.6585365854,0.926829268293,1.58536585366,11
Meyers Leonard/2015-16,2.9,5.6,2.3,6.2,0.9,1.2,1.4,7.1,2.5,0.2,0.5,10.6,0.3,1.1,17.4,0.078,1.34276923077,37.8307692308,28.6615384615,1.92307692308,3.61538461538,11
